line,src_span_toks,tgt_span_toks,src_span_start,src_span_end,tgt_span_start,tgt_span_end
1081,"['a', 'month']","['一', '个', '月']",3,4,3,5
1082,"['80', '%']","['百', '分', '之', '八', '十']",3,4,8,12
1082,['120'],"['一', '百', '二', '十']",11,11,18,21
1088,['first'],,2,2,-1,-1
1093,['hundred'],"['一', '百', '多']",14,14,13,15
1093,"['more', 'than', '200']","['两', '百', '多']",21,23,21,23
1094,"['Zheng', 'Bing']","['郑', '冰']",4,5,5,6
1095,"['Zheng', 'Bing']","['郑', '冰']",5,6,7,8
1096,['300'],"['三', '百']",15,15,17,18
1096,"['300', 'yuan']","['三', '百', '元']",18,19,23,25
1097,['five'],['五'],5,5,7,7
1097,['ten'],['十'],8,8,10,10
1103,['twelve'],"['十', '二']",2,2,3,4
1104,"['Zheng', 'Bing']","['郑', '冰']",2,3,2,3
1107,"['this', 'year']","['今', '年', '一', '开', '始']",3,4,3,7
1107,"['ten', 'years']",['十'],31,32,33,33
1107,['China'],"['中', '国']",29,29,37,38
1107,['One'],"['第', '一']",26,26,39,40
1108,"['Zhaizi', 'Village']","['寨', '子', '村']",6,7,5,7
1109,['One'],"['第', '一']",12,12,11,12
1110,['two'],['两'],3,3,3,3
1111,['One'],"['第', '一']",7,7,8,9
1111,['two'],,10,10,-1,-1
1117,"['more', 'than', '200,000']","['二', '十', '多', '万']",12,14,14,17
1118,"['3:42', 'on', 'July', '28', ',', '1976']","['一', '九', '七', '六', '年', '七', '月', '二', '十', '八', '日', '三', '时', '四', '十', '二', '分']",1,6,0,16
1118,['Tangshan'],"['唐', '山']",12,12,18,19
1119,"['the', 'morning', 'of', 'the', '28th']","['二', '十', '八', '日', '上', '午']",1,5,0,5
1119,"['the', 'National', 'Earthquake', 'Administration']","['国', '家', '地', '震', '局']",7,10,6,10
1120,"['Huang', 'Xiangning']","['黄', '相', '宁']",4,5,3,5
1121,"['Hua', 'Guofeng']","['华', '国', '峰']",5,6,2,4
1122,['Tangshan'],"['唐', '山']",1,1,0,1
1124,"['the', 'Seismology', 'Bureau']",,4,6,-1,-1
1126,['Hua'],['华'],12,12,14,14
1131,"['the', 'Party', 'Central', 'Committee']","['党', '中', '央']",2,5,5,7
1131,['Mao'],['毛'],9,9,11,11
1132,"['Hua', 'Guofeng']","['华', '国', '峰']",6,7,1,3
1134,"['the', 'Seismology', 'Bureau']","['地', '震', '局']",6,8,6,8
1134,['three'],['三'],11,11,13,13
1134,"['Liu', 'Yingyong']","['刘', '英', '勇']",16,17,16,18
1134,"['Mei', 'Shirong']","['梅', '世', '蓉']",21,22,22,24
1135,"['Hua', 'Guofeng']","['华', '国', '峰']",6,7,11,13
1136,"['Jiang', 'Qing']","['江', '青']",4,5,3,4
1137,"['Ji', 'Dengkui']","['纪', '登', '奎']",2,3,1,3
1137,"['Wu', 'De']","['吴', '德']",7,8,6,7
1139,"['January', '20', ',', '1977']","['一', '九', '七', '七', '年', '一', '月', '二', '十', '日']",3,6,3,12
1140,"['the', 'National', 'Seismology', 'Bureau']","['国', '家', '地', '震', '局']",4,7,4,8
1140,['first'],"['第', '一']",10,10,9,10
1140,['Tangshan'],"['唐', '山', '地', '震']",21,21,15,18
1143,"['the', 'Great', 'Tangshan', 'Earthquake']","['唐', '山', '大', '地', '震']",10,13,4,8
1144,['Tangshan'],"['唐', '山']",6,6,10,11
1145,"['Hebei', 'Province']","['河', '北', '省', '青', '龙', '县']",10,11,2,7
1145,"['115', 'km']","['一', '百', '一', '十', '五', '公', '里']",17,18,20,26
1145,"['Qinglong', 'County']",,7,8,-1,-1
1145,['one'],,24,24,-1,-1
1146,"['the', 'Great', 'Tangshan', 'Earthquake']","['唐', '山', '大', '地', '震']",8,11,0,4
1146,['twentieth'],"['二', '十', '周', '年']",5,5,5,8
1146,"['April', 'of', '1996']","['一', '九', '九', '六', '年', '的', '四', '月']",16,18,16,23
1146,['Qinglong'],"['青', '龙']",20,20,25,26
1146,"['United', 'Nations']","['联', '合', '国']",25,26,28,30
1147,"['August', '20', ',', '1976']","['一', '九', '七', '六', '年', '的', '八', '月', '二', '十', '日']",4,7,6,16
1147,"['the', 'Hebei', 'Science', 'Committee']","['河', '北', '省', '科', '委']",9,12,18,22
1147,['first'],"['第', '一']",21,21,35,36
1147,['Qinglong'],"['青', '龙']",27,27,44,45
1147,"['the', 'Great', 'Tangshan', 'Earthquake']","['唐', '山', '大', '地', '震']",32,35,52,56
1149,['Qinglong'],"['青', '龙']",6,6,3,4
1150,"['Wang', 'Chunqing']","['王', '春', '青']",3,4,0,2
1150,"['the', 'Qinglong', 'County', 'Scientific', 'Committee']","['青', '龙', '县', '科', '委']",12,16,6,10
1150,['first'],"['第', '一']",23,23,27,28
1150,['Qinglong'],"['青', '龙']",32,32,33,34
1153,"['Wang', 'Chunqing']","['王', '春', '青']",4,5,6,8
1153,"['the', 'Qinglong', 'County', 'Scientific', 'Committee']","['青', '龙', '科', '县', '科', '委']",12,16,11,16
1153,"['Wang', 'Chunqing']","['王', '春', '青']",19,20,24,26
1157,['first'],"['第', '一']",8,8,0,1
1157,"['Wang', 'Chunqing']","['王', '春', '青']",3,4,10,12
1159,"['Tangshan', 'Second', 'Middle', 'School']","['唐', '山', '二', '中']",8,11,11,14
1160,"['Tangshan', 'Second', 'Middle', 'School']","['唐', '山', '二', '中']",6,9,2,5
1160,"['Tian', 'Jinwu']","['田', '金', '武']",3,4,6,8
1160,['three'],['三'],24,24,28,28
1161,"['late', 'July', 'or', 'early', 'August']","['七', '月', '底', '八', '月', '初']",1,5,4,9
1161,['7.0'],"['七', '级']",7,7,13,14
1161,['8.0'],"['八', '级']",14,14,24,25
1162,['Qinglong'],"['青', '龙']",23,23,38,39
1162,['Qinglong'],"['青', '龙']",30,30,46,47
1162,"['Wang', 'Chunqing']",,6,7,-1,-1
1163,"['July', '25']","['七', '月', '二', '十', '五', '日']",30,31,34,39
1163,"['July', '26']","['七', '月', '二', '十', '六', '日']",47,48,48,53
1164,"['Qinglong', 'County']","['青', '龙', '县']",6,7,0,2
1165,"['Ran', 'Guangqi']","['冉', '广', '岐']",7,8,9,11
1169,['one'],,4,4,-1,-1
1170,['Deng'],['邓'],6,6,6,6
1170,['second'],,1,1,-1,-1
1171,['Deng'],['邓'],14,14,15,15
1171,['Deng'],['邓'],19,19,19,19
1172,['one'],,2,2,-1,-1
1173,['third'],,3,3,-1,-1
1177,"['November', '8', ',', '1976']","['一', '九', '七', '六', '年', '十', '一', '月', '八', '日']",1,4,0,9
1177,"['the', 'National', 'Seismology', 'Bureau']","['国', '家', '地', '震', '局']",6,9,11,15
1177,['seventeenth'],,12,12,-1,-1
1178,['Tangshan'],"['唐', '山', '地', '震']",5,5,5,8
1178,"['Qinglong', 'County']","['青', '龙', '县']",12,13,10,12
1178,"['180,000']","['十', '八', '万', '多']",9,9,17,20
1178,"['7,300']","['七', '千', '三', '百', '多']",16,16,27,31
1178,['one'],['一'],23,23,46,46
1179,"['the', 'Great', 'Tangshan', 'Earthquake']","['唐', '山', '大', '地', '震']",16,19,0,4
1179,"['Kailuan', 'Mine', 'Bureau']","['开', '滦', '矿', '务', '局']",8,10,6,10
1179,"['10,000']",['万'],4,4,13,13
1182,"['40', 'minutes']","['四', '十', '分', '钟', '以', '上']",11,12,6,11
1183,"['more', 'than', 'forty', 'minutes']","['四', '十', '分', '钟', '以', '上']",20,23,10,15
1184,['seven'],['七'],2,2,8,8
1185,"['the', 'Great', 'Tangshan', 'Earthquake']","['唐', '山', '大', '地', '震']",1,4,0,4
1185,"['the', 'Kailuan', 'Mine', 'Bureau']","['开', '滦', '矿', '务', '局']",7,10,8,12
1186,['Kailuan'],"['开', '滦']",7,7,2,3
1186,"['about', 'half']",,4,5,-1,-1
1189,"['the', 'Lu', 'jiatuo', 'mine']","['吕', '家', '陀', '矿']",18,21,21,24
1189,"['more', 'than', 'a', 'thousand']","['一', '千', '多']",35,38,44,46
1193,['CCP'],"['共', '产', '党', '员']",3,3,3,6
1193,"['Jia', 'Bangyou']","['贾', '邦', '友']",13,14,11,13
1193,['CCP'],"['共', '产', '党', '员']",17,17,21,24
1195,['1976'],"['一', '九', '七', '六', '年']",16,16,7,11
1195,"['the', 'Lu', 'jiatuo', 'Mine']","['吕', '家', '陀', '矿']",11,14,15,18
1195,['CCP'],,6,6,-1,-1
1198,"['Jia', 'Bangyou']","['贾', '邦', '友']",4,5,6,8
1203,['Tangshan'],"['唐', '山', '地', '震']",3,3,2,5
1204,['Tianjin'],"['天', '津']",13,13,13,14
1204,['Beijing'],"['北', '京']",15,15,17,18
1204,['Hebei'],"['河', '北']",17,17,21,22
1210,['Tangshan'],"['唐', '山']",5,5,4,5
1210,"['240,000']","['二', '十', '四', '万']",4,4,8,11
1210,['Tansghan'],"['唐', '山', '地', '测']",15,15,20,23
1210,"['the', 'Great', 'Tangshan', 'Earthquake']","['唐', '山', '大', '地', '震']",24,27,41,45
1214,['one'],,3,3,-1,-1
1214,['one'],,6,6,-1,-1
1214,['one'],,9,9,-1,-1
1216,['Chinese'],"['中', '国']",11,11,5,6
1217,"['the', 'Great', 'Tangshan', 'Earthquake']","['唐', '山', '大', '地', '震']",1,4,0,4
1217,"['240,000']","['二', '十', '四', '万']",35,35,36,39
1217,['China'],,6,6,-1,-1
1220,"['late', 'July', 'or', 'early', 'August']","['七', '月', '底', '八', '月', '初', '这', '一', '周']",12,16,9,17
1223,['Tangshan'],"['唐', '山', '警', '世', '录']",5,5,2,6
1223,"['the', 'Great', 'Tangshan', 'earthquake']","['唐', '山', '大', '地', '震']",16,19,19,23
1224,['two'],['两'],7,7,11,11
1224,['Tangshan'],"['唐', '山', '地', '震']",14,14,16,19
1224,['Chinese'],"['中', '国']",8,8,41,42
1224,['China'],,28,28,-1,-1
1225,['Zhou'],,14,14,-1,-1
1225,['Chinese'],,31,31,-1,-1
1226,['Tangshan'],,14,14,-1,-1
1234,"['the', 'last', 'two', 'years']","['近', '两', '年', '来']",1,4,0,3
1234,['Shaanxi'],"['陕', '西']",35,35,12,13
1234,['Ningxia'],"['宁', '夏']",37,37,15,16
1234,['Hebei'],"['河', '北']",39,39,18,19
1234,['Beijing'],"['北', '京']",42,42,21,22
1234,['China'],"['中', '国']",32,32,24,25
1235,['China'],,10,10,-1,-1
1238,['China'],"['中', '国']",14,14,12,13
1239,"['100', 'million']","['一', '亿']",24,25,18,19
1240,"['120', 'million']","['一', '亿', '二']",17,18,18,20
1241,"['150', 'million']","['一', '亿', '五', '千', '万']",6,7,9,13
1243,"['more', 'than', 'one']",,6,8,-1,-1
1244,['four'],['四'],13,13,42,42
1244,"['79.2', 'percent']","['百', '分', '之', '七', '十', '九', '点', '二']",57,58,63,70
1248,['one'],,1,1,-1,-1
1250,['three'],['三'],1,1,1,1
1251,['two'],['两'],19,19,23,23
1251,['first'],,3,3,-1,-1
1263,['two'],,40,40,-1,-1
1267,['Ningxia'],"['宁', '夏']",14,14,10,11
1267,"['Yao', 'Zhengang']","['姚', '振', '刚']",18,19,17,19
1269,['one'],"['有', '一', '次']",6,6,3,5
1269,['Guyuan'],"['固', '原']",13,13,18,19
1269,"['40', 'to', '50', 'kilometers']","['四', '五', '十', '公', '里']",16,19,27,31
1273,"['Shaanxi', 'province']","['陕', '西', '省']",11,12,9,11
1273,"['Xixiang', 'county']","['西', '乡', '县']",8,9,13,15
1276,"['Ruangang', 'village', ',', 'Bocang', 'town', ',', 'Yi', 'county', ',', 'Hebei', 'province']","['河', '北', '省', '易', '县', '坡', '仓', '乡', '阮', '岗', '村']",2,12,3,13
1277,['303'],"['三', '百', '零', '三']",2,2,2,5
1277,"['one', '-', 'third']","['三', '分', '之', '一']",8,10,12,15
1278,"['a', 'year', 'or', 'two']","['一', '两', '年']",26,29,17,19
1280,"['14', '-', 'year']","['十', '四', '岁']",6,8,2,4
1280,"['Jiang', 'Beiwen']","['江', '北', '文']",11,12,6,8
1280,"['Ruangang', 'village']","['阮', '岗', '村']",25,26,14,16
1280,"['six', 'years']","['六', '年']",3,4,25,26
1281,"['eight', 'years']","['八', '岁']",3,4,4,5
1282,['Beiwen'],"['北', '文']",5,5,4,5
1287,['first'],,8,8,-1,-1
1294,"['three', 'minutes']","['三', '分', '钟']",6,7,0,2
1295,"['three', '-', 'minute']","['三', '分', '钟']",16,18,11,13
1302,['noon'],"['这', '天', '中', '午']",1,1,0,3
1303,['today'],,7,7,-1,-1
1305,['Sunday'],"['星', '期', '天']",3,3,2,4
1315,['first'],"['首', '先']",5,5,2,3
1316,['half'],"['一', '半']",12,12,13,14
1334,"['the', 'first', 'year']",,9,11,-1,-1
1345,['two'],"['一', '对']",8,8,7,8
1348,['Guangxi'],"['广', '西']",2,2,2,3
1349,"['more', 'than', '130', 'billion', 'yuan']","['一', '千', '三', '百', '多', '个', '亿']",3,7,3,9
1350,['Guangxi'],"['广', '西']",15,15,23,24
1351,['Guangxi'],"['广', '西']",14,14,13,14
1351,['Sichuan'],"['四', '川']",30,30,19,20
1351,['Yunnan'],"['云', '南']",32,32,22,23
1351,['Guizhou'],"['贵', '州']",34,34,25,26
1351,['Hunan'],"['湖', '南']",36,36,28,29
1351,['Tibet'],"['西', '藏']",38,38,31,32
1351,['Shanghai'],"['上', '海']",40,40,34,35
1351,['Southwest'],,12,12,-1,-1
1352,['Guangxi'],"['广', '西']",5,5,7,8
1352,['three'],['三'],9,9,13,13
1352,['one'],['一'],12,12,15,15
1352,['Sichuan'],"['四', '川']",18,18,18,19
1352,['Guizhou'],"['贵', '州']",20,20,21,22
1352,['Yunnan'],"['云', '南', '省']",22,22,24,26
1352,"['the', 'Tibet', 'Autonomous', 'Region']","['西', '藏', '自', '治', '区']",25,28,28,32
1352,"['more', 'than', '1000']","['一', '千', '多', '个']",33,35,37,40
1352,"['several', 'billion', 'yuan']","['数', '十', '亿', '元']",43,45,50,53
1352,['China'],,16,16,-1,-1
1354,['Hangzhou'],"['杭', '州']",1,1,0,1
1355,['410'],"['四', '百', '一', '十', '家']",6,6,10,14
1355,['223'],"['二', '百', '二', '十', '三', '家']",15,15,30,35
1356,"['approximately', '70', '%']","['百', '分', '之', '七', '十']",22,24,25,29
1357,"['more', 'than', 'twenty']","['二', '十', '多', '家']",3,5,4,7
1357,"['more', 'than', '10']","['十', '多', '个']",15,17,13,15
1358,['Chinese'],"['中', '国']",14,14,7,8
1358,['Hangzhou'],"['杭', '州']",10,10,18,19
1358,['1991'],"['一', '九', '九', '一', '年']",40,40,25,29
1358,"['the', 'State', 'Council']","['国', '务', '院']",36,38,30,32
1360,['one'],['一'],10,10,13,13
1360,"['more', 'than', '550']","['五', '百', '五', '十', '多', '个']",24,26,33,38
1361,['57'],"['五', '十', '七', '项']",3,3,2,5
1361,"['Torch', 'Plan']",,17,18,-1,-1
1365,"['Zhejiang', 'University']","['浙', '大', '半', '导', '体', '厂']",30,31,29,34
1365,"['more', 'than', '20', 'tons']","['二', '十', '多', '吨']",59,62,60,63
1365,['one'],"['第', '一']",66,66,68,69
1365,"['South', 'East', 'Asia']","['东', '南', '亚']",82,84,81,83
1365,['European'],"['欧', '美']",87,87,86,87
1365,"['the', 'Semiconductor', 'Factory']",,26,28,-1,-1
1365,['American'],,89,89,-1,-1
1367,['Taiwanese'],,4,4,-1,-1
1368,"['last', 'year']","['上', '年']",11,12,7,8
1368,['444'],"['四', '百', '四', '十', '四', '件']",7,7,11,16
1368,"['last', 'year']","['上', '年']",30,31,25,26
1368,"['more', 'than', '130', 'million', 'US', 'dollars']","['一', '点', '三', '亿', '多', '美', '元']",21,26,29,35
1370,"['Beijing', '-', 'Hangzhou', 'Grand', 'Canal']","['京', '杭', '大', '运', '河']",3,7,3,7
1370,"['the', 'Grand', 'Canal', 'Economic', 'Belt']","['大', '运', '河']",35,39,48,50
1371,"['over', '10,000', 'tons']","['万', '吨']",15,17,10,11
1371,"['more', 'than', '2,000']","['二', '千', '多', '家']",6,8,18,21
1372,"['the', 'Grand', 'Canal']","['大', '运', '河']",8,10,0,2
1373,"['the', 'Jiangsu', 'Steel', 'Group']","['江', '苏', '苏', '钢', '集', '团', '公', '司']",7,10,1,8
1373,"['the', 'Grand', 'Canal']","['大', '运', '河']",26,28,21,23
1373,"['1.5', 'million', 'tons']","['一', '百', '五', '十', '万', '吨']",16,18,31,36
1374,['Xuzhou'],"['徐', '州']",8,8,5,6
1374,"['15', 'yuan']","['十', '五', '元']",10,11,23,25
1374,"['more', 'than', '20', 'million', 'yuan']","['二', '千', '多', '万', '元']",24,28,44,48
1375,"['the', 'Jiangsu', 'Steel', 'Group']",,7,10,-1,-1
1376,['Changzhou'],"['常', '州', '市']",7,7,0,2
1376,"['0.5', 'square', 'kilometer']","['零', '点', '五', '平', '方', '公', '里']",2,4,8,14
1376,['186'],"['一', '百', '八', '十', '六', '家']",13,13,26,31
1377,['Changzhou'],"['常', '州']",10,10,1,2
1377,['ten'],['十'],2,2,8,8
1377,['7'],['七'],12,12,43,43
1378,"['Wuxi', 'City']","['无', '锡', '市']",10,11,0,2
1378,"['more', 'than', '500']","['五', '百', '多', '家']",2,4,9,12
1378,"['over', 'a', 'hundred', 'million', 'yuan']","['超', '亿', '元']",25,29,14,16
1378,"['more', 'than', '50']","['五', '十', '多', '家']",14,16,25,28
1378,"['Wuxi', 'City']","['无', '锡', '市']",40,41,32,34
1379,"['the', 'Grand', 'Canal']","['大', '运', '河']",6,8,0,2
1380,"['Changzhou', 'City']","['常', '州', '市']",13,14,0,2
1381,"['Zhenjiang', 'City']","['镇', '江', '市']",25,26,0,2
1381,"['the', 'Grand', 'Canal']","['大', '运', '河']",17,19,7,9
1381,['eight'],"['八', '家']",7,7,21,22
1381,"['recent', 'years']",,1,2,-1,-1
1383,['China'],"['中', '国']",6,6,2,3
1383,"['South', 'Korea']","['韩', '国']",8,9,5,6
1383,"['Sino', '-', 'Korean']",['中'],18,20,24,24
1383,['Beijing'],"['北', '京']",31,31,45,46
1383,"['April', '18th', 'to', 'the', '19th']",,35,39,-1,-1
1384,['China'],['中'],14,14,2,2
1384,"['South', 'Korea']",['韩'],16,17,3,3
1384,['first'],"['首', '次']",3,3,6,7
1384,['two'],,30,30,-1,-1
1385,['China'],['中'],16,16,10,10
1385,"['South', 'Korea']",['韩'],18,19,11,11
1386,"['recent', 'years']","['近', '年', '来']",1,2,0,2
1386,['China'],['中'],13,13,4,4
1386,"['South', 'Korea']",['韩'],15,16,5,5
1387,"['Chinese', 'Customs']","['中', '国', '海', '关']",2,3,1,4
1387,['1995'],"['一', '九', '九', '五', '年']",7,7,8,12
1387,"['16.98', 'billion', 'US', 'dollars']","['一', '百', '六', '十', '九', '点', '八', '亿', '美', '元']",15,18,20,29
1387,"['the', 'previous', 'year']","['前', '年']",27,29,32,33
1387,"['44.8', '%']","['百', '分', '之', '四', '十', '四', '点', '八']",21,22,36,43
1387,['two'],,12,12,-1,-1
1388,"['this', 'year']","['今', '年']",4,5,7,8
1388,['China'],['中'],12,12,9,9
1388,"['South', 'Korea']",['韩'],14,15,10,10
1388,"['25', 'billion', 'US', 'dollars']","['二', '百', '五', '十', '亿', '美', '元']",19,22,19,25
1388,['two'],,9,9,-1,-1
1389,['China'],['中'],8,8,11,11
1389,['Korea'],['韩'],10,10,12,12
1389,['four'],,16,16,-1,-1
1389,['one'],,50,50,-1,-1
1391,"['the', 'National', 'Development', 'Bank']","['国', '家', '开', '发', '银', '行']",6,9,2,7
1391,['first'],"['首', '次']",3,3,8,9
1391,"['Japan', 'Nomura', 'Securities', 'Corp.']","['日', '本', '野', '村', '证', '券', '株', '式', '会', '社']",20,23,23,32
1391,"['the', 'Industrial', 'Bank', 'of', 'Japan', 'Securities', 'Corp.']","['日', '本', '兴', '业', '银', '行', '证', '券', '株', '式', '会', '社']",25,31,34,45
1391,"['ten', 'years']","['十', '年']",43,44,58,59
1392,"['the', 'National', 'Development', 'Bank']","['国', '家', '开', '发', '银', '行']",4,7,0,5
1396,['China'],"['中', '国']",27,27,22,23
1397,"['the', 'end', 'of', 'last', 'year']","['去', '年', '年', '底']",5,9,5,8
1397,"['the', 'Ningbo', 'Bonded', 'Area']","['宁', '波']",16,19,10,11
1397,"['812', 'million', 'US', 'dollars']","['八', '点', '一', '二', '亿', '美', '元']",23,26,25,31
1397,"['the', 'last', 'year', 'alone']","['去', '年', '一', '年']",29,32,34,37
1397,"['365', 'million', 'US', 'dollars']","['三', '点', '六', '五', '亿', '美', '元']",47,50,54,60
1398,['10'],"['十', '个']",5,5,7,8
1398,"['more', 'than', '80,000', 'square', 'meters']","['八', '万', '多', '平', '方', '米']",18,22,19,24
1398,"['the', 'last', 'year', 'alone']","['去', '年', '一', '年']",25,28,27,30
1398,"['2.627', 'billion', 'yuan', 'RMB']","['二', '十', '六', '点', '二', '七', '亿', '元', '人', '民', '币']",39,42,40,50
1399,"['the', 'end', 'of', 'last', 'December']","['去', '年', '十', '二', '月', '底']",1,5,1,6
1399,"['1,614']","['一', '千', '六', '百', '一', '十', '四', '家']",17,17,17,24
1399,"['1.2', 'billion', 'US', 'dollars']","['十', '二', '亿', '美', '元']",32,35,30,34
1399,['260'],"['二', '百', '六', '十', '家']",21,21,44,48
1399,"['113', 'million', 'US', 'dollars']","['一', '点', '一', '三', '亿', '美', '元']",44,47,56,62
1401,"['the', 'Ningbo', 'Bonded', 'Area']","['宁', '波']",8,11,16,17
1401,['China'],"['中', '国']",17,17,24,25
1404,['Fenglingdu'],"['风', '陵', '渡']",1,1,0,2
1404,['China'],"['中', '国']",13,13,9,10
1404,['one'],"['一', '个']",8,8,15,16
1404,['Shanxi'],"['山', '西', '省']",30,30,35,37
1405,['US'],['美'],34,34,23,23
1405,['France'],['法'],36,36,25,25
1405,['Japan'],['日'],38,38,27,27
1405,['Korea'],['韩'],40,40,29,29
1405,['Taiwan'],['台'],42,42,31,31
1405,"['more', 'than', '50']","['五', '十', '多', '家']",19,21,39,42
1405,['31'],"['三', '十', '一', '个']",48,48,51,54
1405,"['320', 'million', 'yuan']","['三', '点', '二', '亿', '元']",57,59,68,72
1407,"['Fujian', 'Province']","['福', '建', '省']",33,34,3,5
1408,['191'],"['一', '百', '九', '十', '一', '个']",6,6,7,12
1408,"['over', '100', 'million', 'yuan', 'RMB']","['上', '亿', '元', '人', '民', '币']",28,32,27,32
1408,"['over', '50']","['五', '十', '多', '个']",20,21,36,39
1408,"['500', 'million', 'to', '1', 'billion', 'yuan', 'RMB']","['至', '十', '亿', '元']",41,47,46,49
1410,['China'],"['中', '国']",23,23,9,10
1410,"['Inner', '-', 'Mongolia']","['内', '蒙', '古']",7,9,18,20
1410,"['the', 'Hulun', 'Buir', 'League']","['呼', '伦', '贝', '尔', '盟']",2,5,21,25
1411,"['1600', 'kilometer']","['一', '千', '六', '百', '多', '公', '里']",3,4,5,11
1411,['two'],"['二', '类']",16,16,25,26
1411,['9'],"['九', '个']",12,12,29,30
1412,['20'],"['二', '十', '多', '个']",11,11,13,16
1412,['League'],,4,4,-1,-1
1413,"['Hailar', 'City']","['海', '拉', '尔', '市']",1,2,1,4
1414,"['one', 'month']","['一', '个', '月']",17,18,14,16
1414,"['within', 'seven', 'days']","['七', '天']",20,22,22,23
1415,"['the', 'Hulun', 'Buir', 'League']","['呼', '伦', '贝', '尔', '盟']",8,11,3,7
1415,['thirteen'],"['十', '三', '个']",4,4,8,10
1415,['China'],"['中', '国']",33,33,29,30
1416,['Hailar'],"['海', '拉', '尔']",3,3,0,2
1416,['Manchuria'],"['满', '洲', '里']",5,5,4,6
1416,['10'],"['十', '余', '所']",13,13,20,22
1418,['1994'],"['一', '九', '九', '四', '年']",6,6,7,11
1418,"['the', 'Hulun', 'Buir', 'League']","['呼', '盟']",8,11,15,16
1418,['42'],"['四', '十', '二', '家']",15,15,23,26
1418,"['40', 'million', 'US', 'dollars']","['四', '千', '多', '万', '美', '元']",29,32,36,41
1418,"['60', 'million', 'yuan']","['六', '千', '多', '万', '元']",40,42,47,51
1418,['30'],"['三', '十', '多', '项']",52,52,62,65
1418,['China'],"['东', '北']",74,74,68,69
1418,['China'],"['华', '东']",77,77,71,72
1418,['China'],"['华', '南']",80,80,74,75
1418,['Beijing'],"['北', '京']",82,82,77,78
1418,['100'],"['一', '百', '多', '个']",66,66,87,90
1420,['three'],,7,7,-1,-1
1421,"['Dalian', 'Canon', 'Office', 'Equipment', 'Company', ',', 'Ltd.']","['佳', '能', '大', '连', '办', '公', '室', '设', '备', '有', '限', '公', '司']",5,11,0,12
1421,"['Dalian', 'Wanbaozhi', 'Motor', 'Company', ',', 'Ltd.']","['万', '宝', '至', '马', '达', '大', '连', '有', '限', '公', '司']",13,18,14,24
1421,"['100', 'million', 'US', 'dollars']","['一', '亿', '美', '元']",20,23,31,34
1421,"['Toshiba', '-LRB-', 'Dalian', '-RRB-', 'Company', ',', 'Ltd.']","['东', '芝', '大', '连', '有', '限', '公', '司']",30,36,36,43
1421,"['Dalian', 'Sida', 'Precision', 'Company', ',', 'Ltd.']","['大', '连', '斯', '大', '精', '密', '有', '限', '公', '司']",38,43,45,54
1421,"['Ohmro', '-LRB-', 'Dalian', '-RRB-', 'Company', ',', 'Ltd.']","['欧', '姆', '龙', '大', '连', '有', '限', '公', '司']",45,51,56,64
1421,"['more', 'than', '60', 'million', 'US', 'dollars']","['六', '千', '万', '美', '元']",53,58,71,75
1422,"['more', 'than', '40', '%']","['四', '成', '多']",13,16,18,20
1424,"['General', 'Electric']","['通', '用', '公', '司']",20,21,5,8
1424,['China'],['华'],15,15,10,10
1424,['14th'],"['第', '十', '四', '家']",7,7,16,19
1425,['GE'],"['通', '用']",9,9,3,4
1425,['China'],['华'],11,11,6,6
1425,"['150', 'million', 'US', 'dollars']","['一', '亿', '五', '千', '万', '美', '元']",14,17,13,19
1426,"['Chengdu', 'General', 'Medical', 'Equipment', '-LRB-', 'Southwest', '-RRB-', 'Co.', ',', 'Ltd.']","['成', '都', '通', '用', '医', '疗', '设', '备', '（', '西', '南', '）', '有', '限', '公', '司']",5,14,4,19
1427,['GE'],"['通', '用']",8,8,9,10
1427,['China'],"['中', '国']",18,18,23,24
1427,"['1', 'billion', 'US', 'dollars']","['十', '亿', '多', '美', '元']",13,16,27,31
1428,['1994'],"['一', '九', '九', '四', '年']",3,3,3,7
1428,['GE'],"['通', '用']",5,5,9,10
1428,['China'],"['中', '国']",16,16,12,13
1428,"['more', 'than', '40', 'million', 'US', 'dollars']","['四', '千', '多', '万', '美', '元']",7,12,17,22
1428,"['the', 'next', 'two', 'years']","['今', '后', '两', '年']",28,31,31,34
1428,['Chinese'],"['中', '国']",25,25,38,39
1430,"['the', 'Bank', 'of', 'China']","['中', '国', '人', '民', '银', '行']",2,5,1,6
1430,"['the', 'Taikang', 'Life', 'Insurance', 'Stock', 'Company', 'Ltd.']","['泰', '康', '人', '寿', '保', '险', '股', '份', '有', '限', '公', '司']",12,18,10,21
1430,['five'],"['五', '家']",7,7,23,24
1431,['five'],"['五', '家']",6,6,7,8
1431,['three'],"['三', '家']",14,14,14,15
1431,['two'],"['两', '家']",18,18,22,23
1432,['China'],"['中', '国']",7,7,0,1
1432,['26'],"['二', '十', '六', '家']",2,2,8,11
1432,['China'],"['中', '国']",22,22,20,21
1432,"['more', 'than', 'one', 'hundred']","['一', '百', '多', '家']",9,12,30,33
1433,['five'],"['五', '家']",1,1,7,8
1435,"['this', 'year']","['今', '年']",15,16,0,1
1435,['three'],['三'],1,1,9,9
1435,['State'],,14,14,-1,-1
1436,['July'],"['今', '年', '七', '月']",20,20,5,8
1436,"['Hong', 'Kong']",['港'],30,31,28,28
1436,['Macao'],['澳'],33,33,29,29
1436,['three'],,2,2,-1,-1
1437,"['recent', 'years']","['近', '几', '年']",1,2,0,2
