line,src_span_toks,tgt_span_toks,src_span_start,src_span_end,tgt_span_start,tgt_span_end
1009,"['10,000', 'yuan']","['一', '万', '块', '钱']",14,15,19,22
1009,"['1,000', 'yuan']","['一', '万', '块', '钱']",4,5,19,22
1009,['19'],"['我', '个', '人', '拿', '出', '一', '千', '块', '钱', '，', '那', '就', '十']",9,9,0,12
1014,['Shanxi'],"['这', '些', '疑', '问', '，', '记', '者', '来', '到', '山', '西']",12,12,2,12
1017,"['13', 'kilometers']","['三', '公', '里', '，']",3,4,8,11
1017,['Shanxi'],"['从', '山', '西', '永', '济', '西', '行', '十']",9,9,0,7
1019,"['the', 'Peasants', 'Association']","['农', '民', '协', '会']",9,11,14,17
1021,['first'],['第'],1,1,0,0
1021,['first'],['一'],10,10,10,10
1022,['first'],['第'],1,1,0,0
1022,"['that', 'Zhaizi', 'Technical', 'Center']","['我', '当', '时', '那', '个', '寨', '子', '科']",14,17,11,18
1022,['first'],"['一', '次', '，', '组', '织', '第', '一', '次']",6,6,1,8
1022,"['the', 'Yellow', 'River']","['在', '黄', '河', '滩']",34,36,35,38
1022,['seven'],"['我', '们', '村', '还', '有', '七']",19,19,23,28
1025,['80'],['八'],9,9,13,13
1025,['ten'],['十'],4,4,4,4
1027,"['10', 'in', 'the', 'morning']",['早'],7,10,2,2
1027,"['five', 'in', 'the', 'afternoon']","['一', '直', '讲', '到', '下', '午']",12,15,7,12
1033,['Yongji'],"['从', '科']",7,7,0,1
1034,"['Zheng', 'Bing']","['村', '民', '开', '始', '向', '郑', '冰', '提', '要', '求', '，', '要', '郑', '冰', '去', '拉']",13,14,5,20
1037,"['six', 'years']","['我', '的', '实', '际', '情', '况', '，', '我', '说', '六', '年']",16,17,11,21
1038,"['150,000', 'yuan']","['十', '五', '万']",5,6,0,2
1039,"['Zheng', 'Bing']","['郑', '冰', '是', '担', '保', '人', '，', '信', '用', '社', '还', '是', '将', '郑', '冰']",2,3,3,17
1039,"['Zheng', 'Bing']","['郑', '冰']",13,14,3,4
1047,"['this', '65,000', 'yuan']","['这', '六', '万', '五', '千', '块']",15,17,8,13
1047,"['next', 'year']","['明', '年']",1,2,1,2
1051,"['the', 'six', 'years']","['六', '年']",4,6,3,4
1052,"['Zheng', 'Bing']","['郑', '冰']",2,3,6,7
1052,['1999'],['，'],1,1,5,5
1055,"['50', 'yuan']","['五', '十', '块', '钱']",22,23,26,29
1055,"['50', 'yuan']","['五', '十', '块']",11,12,17,19
1057,"['the', 'second', 'year']","['第', '二', '年']",1,3,1,3
1058,"['several', 'tens', 'of', 'thousands']","['她', '要', '骗', '你', '们', '几', '十', '万']",7,10,0,7
1060,"['Zheng', 'Bing']",['他'],10,11,8,8
1066,['Yongji'],"['永', '济', '市']",10,10,2,4
1072,"['Zheng', 'Bing']","['而', '接', '下', '来', '的', '一', '件', '事', '，', '使', '村', '民', '看', '到', '郑', '冰']",13,14,0,15
1076,['first'],['第'],1,1,1,1
1076,['first'],['第'],5,5,4,4
1076,"['20', '-', 'some']","['二', '十', '几']",12,14,20,22
1081,"['a', 'month']",['月'],3,4,5,5
1082,['120'],"['我', '们', '村', '百', '分', '之', '八', '十']",11,11,5,12
1082,"['80', '%']","['我', '们', '村', '百', '分']",3,4,5,9
1093,['hundred'],"['一', '百', '多', '户', '增', '加', '到', '了', '两', '百']",14,14,13,22
1093,"['more', 'than', '200']","['一', '百', '多', '户', '增', '加', '到', '了', '两', '百']",21,23,13,22
1094,"['Zheng', 'Bing']","['郑', '冰']",4,5,5,6
1095,"['Zheng', 'Bing']","['郑', '冰']",5,6,7,8
1096,"['300', 'yuan']","['三', '百', '元']",18,19,23,25
1096,['300'],"['三', '百']",15,15,17,18
1097,['five'],['五'],5,5,7,7
1097,['ten'],['十'],8,8,10,10
1103,['twelve'],['十'],2,2,3,3
1104,"['Zheng', 'Bing']","['郑', '冰']",2,3,2,3
1107,"['this', 'year']","['今', '年']",3,4,3,4
1107,"['ten', 'years']","['一', '个', '目', '的', '，', '十', '年']",31,32,28,34
1107,['One'],['一'],26,26,40,40
1107,['China'],"['一', '个', '目', '的', '，', '十', '年', '打', '造', '中', '国']",29,29,28,38
1108,"['Zhaizi', 'Village']","['在', '寨', '子', '村']",6,7,4,7
1109,['One'],['一'],12,12,12,12
1110,['two'],"['我', '说', '，', '两']",3,3,0,3
1111,['One'],['一'],7,7,9,9
1117,"['more', 'than', '200,000']","['二', '十', '多', '万']",12,14,14,17
1118,"['3:42', 'on', 'July', '28', ',', '1976']","['三', '时', '四', '十', '二', '分', '，']",1,6,11,17
1118,['Tangshan'],"['唐', '山']",12,12,18,19
1119,"['the', 'National', 'Earthquake', 'Administration']","['国', '家', '地', '震', '局']",7,10,6,10
1119,"['the', 'morning', 'of', 'the', '28th']","['八', '日']",1,5,2,3
1120,"['Huang', 'Xiangning']","['黄', '相', '宁']",4,5,3,5
1121,"['Hua', 'Guofeng']","['当', '时', '华', '国', '峰']",5,6,0,4
1122,['Tangshan'],"['唐', '山']",1,1,0,1
1126,['Hua'],['我'],12,12,0,0
1131,"['the', 'Party', 'Central', 'Committee']","['保', '卫', '党']",2,5,3,5
1131,['Mao'],"['，', '保', '卫', '党', '中', '央', '，', '保', '卫', '毛']",9,9,2,11
1132,"['Hua', 'Guofeng']","['这', '华', '国']",6,7,0,2
1134,['three'],['三'],11,11,13,13
1134,"['the', 'Seismology', 'Bureau']","['我', '们', '三', '个', '，', '刘', '英', '勇', '局']",6,8,11,19
1134,"['Liu', 'Yingyong']","['三', '个', '，', '刘', '英', '勇']",16,17,13,18
1134,"['Mei', 'Shirong']","['我', '们', '三', '个', '，', '刘', '英', '勇', '局', '长', '，', '梅', '世', '蓉']",21,22,11,24
1135,"['Hua', 'Guofeng']","['，', '国', '家', '领', '导']",6,7,2,6
1136,"['Jiang', 'Qing']","['呃', '，']",4,5,0,1
1137,"['Wu', 'De']","['吴', '德']",7,8,6,7
1137,"['Ji', 'Dengkui']","['吴', '德']",2,3,6,7
1139,"['January', '20', ',', '1977']","['一', '九', '七', '七']",3,6,3,6
1140,"['the', 'National', 'Seismology', 'Bureau']","['国', '家', '地', '震', '局']",4,7,4,8
1140,['first'],['第'],10,10,9,9
1140,['Tangshan'],"['唐', '山']",21,21,15,16
1143,"['the', 'Great', 'Tangshan', 'Earthquake']","['唐', '山', '大', '地', '震']",10,13,4,8
1144,['Tangshan'],"['整', '个', '唐', '山']",6,6,8,11
1145,"['115', 'km']","['一', '百', '一', '十', '五', '公', '里']",17,18,20,26
1145,"['Hebei', 'Province']","['青', '龙', '县']",10,11,5,7
1146,"['the', 'Great', 'Tangshan', 'Earthquake']","['大', '地', '震']",8,11,2,4
1146,"['United', 'Nations']","['一', '九', '九', '六', '年', '的', '四', '月', '，', '青', '龙', '被', '联', '合', '国']",25,26,16,30
1146,"['April', 'of', '1996']","['前', '夕', '，', '也', '就', '是', '一', '九', '九', '六', '年']",16,18,10,20
1146,['Qinglong'],"['青', '龙']",20,20,25,26
1146,['twentieth'],"['二', '十', '周', '年']",5,5,5,8
1147,"['the', 'Hebei', 'Science', 'Committee']","['河', '北', '省', '科', '委']",9,12,18,22
1147,['first'],['第'],21,21,35,35
1147,"['the', 'Great', 'Tangshan', 'Earthquake']","['唐', '山', '大', '地', '震']",32,35,52,56
1147,"['August', '20', ',', '1976']","['一', '九', '七', '六', '年']",4,7,6,10
1147,['Qinglong'],"['青', '龙']",27,27,44,45
1149,['Qinglong'],"['青', '龙']",6,6,3,4
1150,['Qinglong'],"['青', '龙']",32,32,33,34
1150,"['Wang', 'Chunqing']","['王', '春', '青', '当', '时', '在', '青', '龙']",3,4,0,7
1150,['first'],['第'],23,23,27,27
1150,"['the', 'Qinglong', 'County', 'Scientific', 'Committee']",['他'],12,16,19,19
1153,"['Wang', 'Chunqing']","['王', '春', '青']",19,20,24,26
1153,"['Wang', 'Chunqing']","['王', '春', '青']",4,5,6,8
1153,"['the', 'Qinglong', 'County', 'Scientific', 'Committee']","['这', '青', '龙', '科', '县', '科', '委']",12,16,10,16
1157,['first'],['第'],8,8,0,0
1157,"['Wang', 'Chunqing']","['王', '春', '青', '就', '参', '加', '了', '，']",3,4,10,17
1159,"['Tangshan', 'Second', 'Middle', 'School']",['他'],8,11,8,8
1160,['three'],['三'],24,24,28,28
1160,"['Tangshan', 'Second', 'Middle', 'School']","['二', '中', '田', '金', '武', '老', '师']",6,9,4,10
1160,"['Tian', 'Jinwu']","['二', '中', '田', '金', '武']",3,4,4,8
1161,['7.0'],['七'],7,7,13,13
1161,['8.0'],"['七', '月', '底', '八', '月', '初', '将', '发', '生', '七', '级']",14,14,4,14
1161,"['late', 'July', 'or', 'early', 'August']","['七', '月']",1,5,4,5
1162,['Qinglong'],"['青', '龙']",23,23,38,39
1162,['Qinglong'],"['他', '家', '在', '青', '龙']",30,30,43,47
1163,"['July', '26']","['他', '冒', '着', '丢', '官', '的', '危', '险', '，', '于', '七', '月', '二', '十', '五']",47,48,24,38
1163,"['July', '25']",['他'],30,31,24,24
1164,"['Qinglong', 'County']","['青', '龙', '县']",6,7,0,2
1165,"['Ran', 'Guangqi']","['这', '个', '信', '息', '之', '后', '，', '冉', '广', '岐']",7,8,2,11
1170,['Deng'],"['二', '个', '呢', '说', '批', '邓']",6,6,1,6
1171,['Deng'],"['号', '召', '，', '上', '头', '号', '召', '咱', '批', '邓', '咱', '就', '批', '邓']",14,14,6,19
1171,['Deng'],"['号', '召', '，', '上', '头', '号', '召', '咱', '批', '邓', '咱', '就', '批', '邓']",19,19,6,19
1177,"['the', 'National', 'Seismology', 'Bureau']","['国', '家', '地', '震', '局']",6,9,11,15
1177,"['November', '8', ',', '1976']","['第', '十', '七', '期']",1,4,24,27
1178,"['180,000']","['唐', '山', '地', '震', '使', '青', '龙', '县', '房', '屋', '损', '坏', '十', '八', '万']",9,9,5,19
1178,"['Qinglong', 'County']","['唐', '山', '地', '震', '使', '青', '龙', '县']",12,13,5,12
1178,['one'],['一'],23,23,46,46
1178,['Tangshan'],"['唐', '山']",5,5,5,6
1178,"['7,300']","['唐', '山', '地', '震', '使', '青', '龙', '县', '房', '屋', '损', '坏', '十', '八', '万']",16,16,5,19
1179,"['the', 'Great', 'Tangshan', 'Earthquake']","['大', '地', '震']",16,19,2,4
1179,"['10,000']","['大', '地', '震', '中', '开', '滦', '矿', '务', '局', '井', '下', '万']",4,4,2,13
1179,"['Kailuan', 'Mine', 'Bureau']","['大', '地', '震', '中', '开', '滦', '矿', '务', '局']",8,10,2,10
1182,"['40', 'minutes']","['四', '十', '分']",11,12,6,8
1183,"['more', 'than', 'forty', 'minutes']","['停', '，', '就', '是', '断', '电', '停', '风', '四', '十', '分']",20,23,2,12
1184,['seven'],['七'],2,2,8,8
1185,"['the', 'Kailuan', 'Mine', 'Bureau']","['开', '滦', '矿', '务', '局']",7,10,8,12
1185,"['the', 'Great', 'Tangshan', 'Earthquake']","['唐', '山', '大', '地', '震', '爆']",1,4,0,5
1186,['Kailuan'],"['当', '时', '开', '滦', '矿', '工']",7,7,0,5
1189,"['the', 'Lu', 'jiatuo', 'mine']","['吕', '家', '陀', '矿']",18,21,21,24
1189,"['more', 'than', 'a', 'thousand']","['当', '时', '滞', '留', '井', '下', '的', '嘛', '有', '一', '千']",35,38,35,45
1193,['CCP'],"['贾', '邦', '友', '当', '时', '就', '这', '么', '讲', '，', '共', '产', '党']",17,17,11,23
1193,['CCP'],"['贾', '邦', '友', '当', '时', '就', '这', '么', '讲', '，', '共', '产', '党']",3,3,11,23
1193,"['Jia', 'Bangyou']","['贾', '邦', '友']",13,14,11,13
1195,"['the', 'Lu', 'jiatuo', 'Mine']","['这', '个', '一', '九', '七', '六', '年', '的', '这', '个', '吕', '家', '陀', '矿']",11,14,5,18
1195,['1976'],"['我', '真', '钦', '佩', '，', '这', '个', '一', '九', '七', '六', '年']",16,16,0,11
1198,"['Jia', 'Bangyou']","['他', '们', '的', '老', '矿', '长', '贾', '邦', '友']",4,5,0,8
1203,['Tangshan'],"['唐', '山']",3,3,2,3
1204,['Beijing'],"['你', '看', '天', '津', '啊', '，', '北', '京']",15,15,11,18
1204,['Tianjin'],"['你', '看', '天', '津', '啊', '，', '北', '京']",13,13,11,18
1204,['Hebei'],['河'],17,17,21,21
1210,"['240,000']","['二', '十', '四', '万']",4,4,8,11
1210,"['the', 'Great', 'Tangshan', 'Earthquake']","['唐', '山', '超', '过', '二', '十', '四', '万', '的', '死', '者']",24,27,4,14
1210,['Tangshan'],"['唐', '山']",5,5,4,5
1210,['Tansghan'],"['二', '十', '四', '万', '的', '死', '者', '，', '对', '昔', '年', '的', '唐', '山']",15,15,8,21
1216,['Chinese'],"['一', '直', '是', '许', '多', '中', '国']",11,11,0,6
1217,"['240,000']","['二', '十', '四', '万']",35,35,36,39
1217,"['the', 'Great', 'Tangshan', 'Earthquake']","['唐', '山', '大', '地', '震']",1,4,0,4
1220,"['late', 'July', 'or', 'early', 'August']","['七', '月']",12,16,9,10
1223,"['the', 'Great', 'Tangshan', 'earthquake']","['唐', '山', '大', '地', '震']",16,19,19,23
1223,['Tangshan'],"['唐', '山']",5,5,2,3
1224,['two'],['两'],7,7,11,11
1224,['Chinese'],"['一', '辈', '子', '地', '震', '科', '学', '研', '究', '的', '中', '国']",8,8,31,42
1224,['Tangshan'],"['而', '让', '人', '意', '想', '不', '到', '的', '是', '，', '两', '位', '曾', '经', '对', '唐', '山']",14,14,1,17
1234,"['the', 'last', 'two', 'years']","['近', '两', '年']",1,4,0,2
1234,['Hebei'],"['他', '带', '领', '课', '题', '组', '对', '陕', '西']",39,39,5,13
1234,['Ningxia'],"['他', '带', '领', '课', '题', '组', '对', '陕', '西', '，', '宁', '夏']",37,37,5,16
1234,['Beijing'],"['他', '带', '领', '课', '题', '组', '对', '陕', '西', '，', '宁']",42,42,5,15
1234,['Shaanxi'],"['他', '带', '领', '课', '题', '组', '对', '陕', '西']",35,35,5,13
1234,['China'],"['他', '带', '领', '课', '题', '组', '对', '陕', '西', '，', '宁', '夏']",32,32,5,16
1238,['China'],"['您', '的', '标', '准', '，', '估', '计', '现', '在', '在', '中', '国']",14,14,2,13
1239,"['100', 'million']","['一', '亿']",24,25,18,19
1240,"['120', 'million']","['一', '亿']",17,18,18,19
1241,"['150', 'million']","['一', '亿', '五', '千', '万']",6,7,9,13
1244,['four'],['四'],13,13,42,42
1244,"['79.2', 'percent']","['百', '分']",57,58,63,64
1250,['three'],['三'],1,1,1,1
1251,['two'],"['这', '两']",19,19,22,23
1267,['Ningxia'],"['这', '个', '，', '宁', '夏']",14,14,7,11
1267,"['Yao', 'Zhengang']","['宁', '夏']",18,19,0,1
1269,['one'],['一'],6,6,4,4
1269,['Guyuan'],"['他', '有', '一', '次', '生', '病', '了', '以', '后', '，']",13,13,2,11
1269,"['40', 'to', '50', 'kilometers']","['四', '五', '十', '公', '里']",16,19,27,31
1273,"['Xixiang', 'county']","['这', '个', '还', '有', '一', '个', '儿', '童', '，', '陕', '西', '省', '，', '西', '乡', '县']",8,9,0,15
1273,"['Shaanxi', 'province']","['陕', '西', '省', '，', '西', '乡', '县']",11,12,9,15
1276,"['Ruangang', 'village', ',', 'Bocang', 'town', ',', 'Yi', 'county', ',', 'Hebei', 'province']","['这', '里', '是', '河', '北', '省', '易', '县', '坡', '仓', '乡', '阮', '岗', '村']",2,12,0,13
1277,['303'],['三'],2,2,2,2
1277,"['one', '-', 'third']","['三', '分']",8,10,12,13
1278,"['a', 'year', 'or', 'two']","['一', '两']",26,29,17,18
1280,"['Ruangang', 'village']","['江', '北', '文', '被', '父', '母', '送', '到', '阮', '岗', '村']",25,26,6,16
1280,"['six', 'years']","['六', '年']",3,4,25,26
1280,"['14', '-', 'year']","['阮', '岗', '村', '的', '姥', '爷', '家', '，', '已', '经', '有', '六', '年']",6,8,14,26
1280,"['Jiang', 'Beiwen']","['今', '年', '十', '四', '岁', '的', '江', '北', '文', '被', '父', '母', '送', '到', '阮', '岗']",11,12,0,15
1281,"['eight', 'years']","['他', '才', '八']",3,4,2,4
1282,['Beiwen'],"['小', '北', '文']",5,5,3,5
1294,"['three', 'minutes']","['三', '分']",6,7,0,1
1295,"['three', '-', 'minute']","['三', '分']",16,18,11,12
1302,['noon'],"['这', '天', '中', '午']",1,1,0,3
1305,['Sunday'],"['赶', '上', '星', '期']",3,3,0,3
1315,['first'],"['这', '个', '首', '先']",5,5,0,3
1316,['half'],"['他', '都', '愿', '意', '父', '母', '回', '来', '，', '但', '是', '有', '一', '半']",12,12,1,14
1345,['two'],['一'],8,8,7,7
1348,['Guangxi'],"['在', '广', '西']",2,2,1,3
1349,"['more', 'than', '130', 'billion', 'yuan']","['一', '千', '三', '百', '多', '个', '亿', '，']",3,7,3,10
1350,['Guangxi'],"['一', '步', '扩', '大', '对', '外', '开', '放', '，', '推', '动', '外', '向', '型', '经', '济']",15,15,3,18
1351,['Tibet'],"['云', '南', '、', '贵', '州', '、', '湖', '南', '、', '西', '藏']",38,38,22,32
1351,['Yunnan'],"['广', '西', '还', '加', '强', '与', '四', '川']",32,32,13,20
1351,['Sichuan'],"['广', '西', '还', '加', '强', '与', '四', '川']",30,30,13,20
1351,['Shanghai'],"['便', '利', '，', '广', '西', '还', '加', '强', '与', '四', '川', '、', '云', '南', '、', '贵', '州']",40,40,10,26
1351,['Hunan'],"['云', '南']",36,36,22,23
1351,['Guangxi'],"['大', '西', '南', '出', '海', '通', '道', '的', '便', '利', '，', '广']",14,14,2,13
1351,['Guizhou'],"['广', '西', '还', '加', '强', '与', '四', '川', '、', '云', '南', '、', '贵', '州']",34,34,13,26
1352,['three'],['三'],9,9,13,13
1352,"['the', 'Tibet', 'Autonomous', 'Region']","['云', '南', '省', '和', '西', '藏', '自', '治', '区']",25,28,24,32
1352,['one'],['一'],12,12,15,15
1352,"['several', 'billion', 'yuan']","['一', '千', '多', '个', '协', '作', '项', '目', '，', '协', '议', '资', '金', '数', '十', '亿', '元']",43,45,37,53
1352,"['more', 'than', '1000']",['）'],33,35,33,33
1352,['Sichuan'],"['广', '西', '仅', '与', '西', '南', '三', '省', '一', '区', '（', '四', '川', '、', '贵', '州']",18,18,7,22
1352,['Yunnan'],"['云', '南']",22,22,24,25
1352,['Guizhou'],"['三', '省', '一', '区', '（', '四', '川', '、', '贵', '州']",20,20,13,22
1352,['Guangxi'],['广'],5,5,7,7
1354,['Hangzhou'],"['杭', '州']",1,1,0,1
1355,['410'],"['新', '技', '术']",6,6,23,25
1355,['223'],"['新', '技', '术', '产', '业', '的', '有', '二', '百', '二', '十', '三', '家', '。']",15,15,23,36
1356,"['approximately', '70', '%']","['大', '中', '企', '业', '开', '办', '的', '企', '业', '约', '占', '百', '分']",22,24,14,26
1357,"['more', 'than', '10']","['二', '十', '多', '家', '高', '新', '企', '业', '与', '十']",15,17,4,13
1357,"['more', 'than', 'twenty']","['二', '十', '多', '家', '高', '新', '企', '业', '与', '十']",3,5,4,13
1358,"['the', 'State', 'Council']","['一', '九', '九', '一', '年', '国', '务', '院']",36,38,25,32
1358,['1991'],"['—', '杭', '州', '市', '区', '内', '，', '是', '一', '九', '九', '一', '年']",40,40,17,29
1358,['Hangzhou'],"['—', '—', '杭', '州']",10,10,16,19
1358,['Chinese'],"['—', '—', '杭', '州']",14,14,16,19
1360,['one'],['一'],10,10,13,13
1360,"['more', 'than', '550']","['一', '至', '多', '个']",24,26,13,16
1361,['57'],"['五', '十', '七']",3,3,2,4
1365,['one'],['一'],66,66,69,69
1365,"['Zhejiang', 'University']","['由', '该', '区', '浙', '大', '半', '导', '体', '厂']",30,31,26,34
1365,['European'],"['由', '该', '区', '浙', '大', '半', '导', '体', '厂', '转', '化', '为', '国']",87,87,26,38
1365,"['more', 'than', '20', 'tons']","['二', '十', '多', '吨']",59,62,60,63
1365,"['South', 'East', 'Asia']","['由', '该', '区', '浙', '大', '半', '导', '体', '厂', '转', '化', '为', '国']",82,84,26,38
1368,"['more', 'than', '130', 'million', 'US', 'dollars']","['三', '亿', '多', '美', '元']",21,26,31,35
1368,['444'],"['四', '百', '四', '十', '四', '件']",7,7,11,16
1368,"['last', 'year']","['上', '年']",30,31,25,26
1368,"['last', 'year']","['，', '但', '投', '资', '金', '额', '却', '比', '上', '年']",11,12,17,26
1370,"['Beijing', '-', 'Hangzhou', 'Grand', 'Canal']","['大', '运', '河']",3,7,5,7
1370,"['the', 'Grand', 'Canal', 'Economic', 'Belt']","['京', '杭', '大', '运', '河', '如', '今', '不', '仅', '在', '贯', '通', '南', '北', '运', '输']",35,39,3,18
1371,"['more', 'than', '2,000']","['二', '千']",6,8,18,19
1371,"['over', '10,000', 'tons']","['在', '万', '吨']",15,17,9,11
1372,"['the', 'Grand', 'Canal']","['大', '运', '河']",8,10,0,2
1373,"['1.5', 'million', 'tons']","['一', '百', '五', '十', '万', '吨']",16,18,31,36
1373,"['the', 'Grand', 'Canal']","['每', '年', '要', '靠', '大', '运', '河', '运', '输']",26,28,17,25
1373,"['the', 'Jiangsu', 'Steel', 'Group']","['苏', '钢']",7,10,15,16
1374,"['15', 'yuan']","['每', '吨', '便', '宜', '十', '五', '元']",10,11,19,25
1374,"['more', 'than', '20', 'million', 'yuan']","['每', '吨', '便', '宜', '十', '五', '元']",24,28,19,25
1374,['Xuzhou'],"['从', '徐', '州']",8,8,4,6
1376,['Changzhou'],"['常', '州']",7,7,0,1
1376,"['0.5', 'square', 'kilometer']","['五', '平', '方', '公', '里']",2,4,10,14
1376,['186'],"['大', '型', '厂', '矿', '企', '业', '有', '一', '百', '八', '十', '六']",13,13,19,30
1377,['Changzhou'],"['在', '常', '州']",10,10,0,2
1377,['ten'],"['在', '常', '州', '重', '点', '培']",2,2,0,5
1377,['7'],['七'],12,12,43,43
1378,"['Wuxi', 'City']","['无', '锡', '市']",10,11,0,2
1378,"['Wuxi', 'City']","['无', '锡', '市']",40,41,0,2
1378,"['more', 'than', '50']","['大', '型', '企', '业', '有', '五', '十']",14,16,20,26
1378,"['over', 'a', 'hundred', 'million', 'yuan']","['超', '亿', '元']",25,29,14,16
1378,"['more', 'than', '500']","['无', '锡', '市', '沿', '运', '河', '企', '业', '有', '五']",2,4,0,9
1379,"['the', 'Grand', 'Canal']","['大', '运', '河']",6,8,0,2
1380,"['Changzhou', 'City']","['常', '州', '市']",13,14,0,2
1381,['eight'],"['大', '运', '河', '建', '厂', '的', '外', '商', '独', '资', '企', '业', '就', '有', '八']",7,7,7,21
1381,"['the', 'Grand', 'Canal']","['近', '年', '依', '托', '大', '运', '河']",17,19,3,9
1381,"['Zhenjiang', 'City']","['近', '年', '依', '托', '大', '运', '河', '建', '厂']",25,26,3,11
1383,"['South', 'Korea']","['中', '国', '与', '韩']",8,9,2,5
1383,['China'],"['中', '国', '与', '韩']",6,6,2,5
1383,"['Sino', '-', 'Korean']","['中', '韩']",18,20,24,25
1383,['Beijing'],"['今', '年', '四', '月', '十', '八', '日', '至', '十', '九', '日', '在', '北', '京']",31,31,33,46
1384,"['South', 'Korea']","['这', '是', '中', '韩']",16,17,0,3
1384,['China'],"['这', '是', '中', '韩']",14,14,0,3
1384,['first'],"['这', '是', '中', '韩', '双', '方', '首']",3,3,0,6
1385,['China'],"['一', '次', '扩', '大', '交', '流', '与']",16,16,19,25
1385,"['South', 'Korea']","['它', '将', '为', '中', '韩', '两', '国']",18,19,7,13
1386,"['recent', 'years']","['近', '年']",1,2,0,1
1386,"['South', 'Korea']","['中', '韩', '两', '国']",15,16,4,7
1386,['China'],"['中', '韩', '两', '国']",13,13,4,7
1387,"['the', 'previous', 'year']","['前', '年']",27,29,32,33
1387,"['16.98', 'billion', 'US', 'dollars']","['一', '百', '六', '十', '九', '点', '八', '亿', '美', '元']",15,18,20,29
1387,"['Chinese', 'Customs']","['据', '中', '国']",2,3,0,2
1387,"['44.8', '%']","['一', '百', '六', '十', '九', '点', '八', '亿', '美', '元', '，']",21,22,20,30
1387,['1995'],"['一', '九', '九', '五', '年']",7,7,8,12
1388,"['this', 'year']","['今', '年']",4,5,7,8
1388,"['25', 'billion', 'US', 'dollars']","['二', '百', '五', '十', '亿', '美', '元']",19,22,19,25
1388,"['South', 'Korea']","['今', '年', '中', '韩', '两', '国']",14,15,7,12
1388,['China'],"['今', '年', '中', '韩', '两', '国']",12,12,7,12
1389,['Korea'],"['此', '外', '，', '经', '贸', '界', '人', '士', '关', '心', '的', '中', '韩']",10,10,0,12
1389,['China'],"['此', '外', '，', '经', '贸', '界', '人', '士', '关', '心', '的', '中', '韩']",8,8,0,12
1391,"['Japan', 'Nomura', 'Securities', 'Corp.']","['在', '国', '际', '资', '本', '市', '场', '发', '行', '债', '券', '，']",20,23,10,21
1391,"['the', 'National', 'Development', 'Bank']","['国', '家', '开', '发', '银']",6,9,2,6
1391,"['ten', 'years']","['发', '行', '期', '限', '十', '年']",43,44,54,59
1391,"['the', 'Industrial', 'Bank', 'of', 'Japan', 'Securities', 'Corp.']","['在', '国', '际', '资', '本', '市', '场', '发', '行', '债', '券', '，']",25,31,10,21
1391,['first'],"['这', '是', '国', '家', '开', '发', '银', '行', '首']",3,3,0,8
1392,"['the', 'National', 'Development', 'Bank']","['国', '家', '开', '发', '银']",4,7,0,4
1396,['China'],"['在', '中', '国']",27,27,21,23
1397,"['812', 'million', 'US', 'dollars']","['三', '点', '六', '五', '亿', '美', '元']",23,26,54,60
1397,"['the', 'Ningbo', 'Bonded', 'Area']","['宁', '波', '保', '税', '区']",16,19,10,14
1397,"['365', 'million', 'US', 'dollars']","['二', '亿', '美', '元']",47,50,28,31
1397,"['the', 'end', 'of', 'last', 'year']","['至', '去', '年']",5,9,4,6
1397,"['the', 'last', 'year', 'alone']","['宁', '波', '保', '税', '区', '累']",29,32,10,15
1398,['10'],['十'],5,5,7,7
1398,"['2.627', 'billion', 'yuan', 'RMB']",['；'],39,42,25,25
1398,"['more', 'than', '80,000', 'square', 'meters']","['八', '万', '多', '平', '方', '米']",18,22,19,24
1398,"['the', 'last', 'year', 'alone']","['仓', '储', '面', '积', '达', '八', '万', '多', '平', '方', '米', '；', '仅']",25,28,14,26
1399,"['1.2', 'billion', 'US', 'dollars']","['二', '亿', '美', '元']",32,35,31,34
1399,"['113', 'million', 'US', 'dollars']","['二', '亿', '美', '元']",44,47,31,34
1399,"['the', 'end', 'of', 'last', 'December']","['十', '二', '月']",1,5,3,5
1399,"['1,614']","['一', '千', '六', '百', '一', '十', '四']",17,17,17,23
1399,['260'],"['一', '千', '六', '百', '一', '十', '四', '家', '，']",21,21,17,25
1401,"['the', 'Ningbo', 'Bonded', 'Area']","['宁', '波', '保', '税', '区']",8,11,16,20
1401,['China'],"['在', '中', '国']",17,17,23,25
1404,['one'],"['一', '个']",8,8,15,16
1404,['Shanxi'],['小'],30,30,19,19
1404,['China'],"['小', '城', '镇']",13,13,19,21
1404,['Fenglingdu'],['小'],1,1,19,19
1405,"['320', 'million', 'yuan']","['二', '亿', '元']",57,59,70,72
1405,['Korea'],"['前', '已', '有', '美', '、', '法', '、', '日', '、', '韩']",40,40,20,29
1405,['31'],['三'],48,48,6,6
1405,['US'],"['前', '已', '有', '美']",34,34,20,23
1405,['Taiwan'],"['前', '已', '有', '美', '、', '法', '、', '日', '、', '韩', '、', '台']",42,42,20,31
1405,"['more', 'than', '50']","['五', '十', '多', '家', '财', '团', '与', '客', '商', '正', '在', '对', '三', '十']",19,21,39,52
1405,['France'],"['前', '已', '有', '美', '、', '法']",36,36,20,25
1405,['Japan'],"['前', '已', '有', '美', '、', '法', '、', '日']",38,38,20,27
1407,"['Fujian', 'Province']","['前', '，', '福', '建', '省']",33,34,1,5
1408,"['over', '50']","['一', '百', '九', '十']",20,21,7,10
