line,src_span_toks,tgt_span_toks,src_span_start,src_span_end,tgt_span_start,tgt_span_end
392,"['WW', 'II']",['二'],9,10,5,5
392,"['the', 'Yasukuni', 'Shrine']","['的', '靖', '国', '神', '社']",3,5,11,15
392,"['2001', 'to', '2005']",['，'],33,35,44,44
393,['Koizumi'],"['小', '泉']",2,2,4,5
397,['Japanese'],['日'],15,15,20,20
397,['Asian'],['亚'],22,22,36,36
397,['Japanese'],['日'],36,36,49,49
400,"['the', 'Liberal', 'Democratic', 'Party']",['党'],17,20,26,26
400,"['Yasukuni', 'Shrine']","['靖', '国', '神', '社']",9,10,14,17
401,['Japanese'],['日'],18,18,28,28
401,['Japanese'],['日'],14,14,14,14
401,['Japan'],['日'],10,10,7,7
405,['Japanese'],['日'],3,3,4,4
409,"['200', '%']",['百'],20,21,33,33
415,['US'],['美'],9,9,12,12
415,['Chinese'],['中'],11,11,17,17
418,"['next', 'year']","['明', '年']",7,8,6,7
424,"['the', 'United', 'Nations']","['联', '合', '国']",13,15,5,7
424,['60th'],"['六', '十', '周', '年']",7,7,10,13
428,['Japan'],['日'],7,7,4,4
428,"['this', 'year']","['今', '年']",11,12,2,3
428,['one'],['就'],17,17,31,31
431,['first'],['首'],16,16,14,14
431,"['the', 'Security', 'Council']",['，'],6,8,9,9
437,['Japan'],['日'],15,15,15,15
438,['Koizumi'],"['小', '泉']",16,16,24,25
445,"['Yasukuni', 'Shrine']","['靖', '国', '神', '社']",45,46,64,67
448,['European'],['欧'],8,8,18,18
448,['US'],['美'],10,10,19,19
450,['Japan'],['日'],15,15,13,13
450,"['Sino', '-', 'Japanese']","['中', '日']",39,41,53,54
450,['China'],['中'],24,24,28,28
450,['US'],['美'],3,3,34,34
450,['Pusan'],"['釜', '山']",10,10,21,22
450,['Bush'],['什'],5,5,39,39
453,['American'],['美'],7,7,11,11
453,['first'],['第'],10,10,18,18
453,"['East', 'China', 'Sea']","['东', '海']",23,25,30,31
457,"['Japanese', '-', 'Korean']","['日', '韩']",14,16,14,15
457,"['Sino', '-', 'Japanese']","['中', '日']",9,11,9,10
462,['US'],['美'],4,4,2,2
462,['US'],['美'],34,34,41,41
462,"['WW', 'II']",['二'],23,24,27,27
463,['US'],['美'],1,1,0,0
463,"['Yasukuni', 'Shrine']","['靖', '国', '神', '社']",9,10,3,6
470,['Japan'],['日'],18,18,8,8
470,['one'],['一'],2,2,19,19
471,['Koizumi'],"['小', '泉']",18,18,29,30
472,['Koizumi'],"['小', '泉']",1,1,0,1
475,"['Shinzo', 'Abe']","['安', '倍', '晋', '三']",23,24,30,33
475,"['Shinzo', 'Abe']","['安', '倍', '晋', '三']",13,14,20,23
478,['China'],['华'],18,18,38,38
483,['China'],['。'],21,21,26,26
485,['China'],['中'],17,17,21,21
485,"['Toshihiro', 'Nikai']","['二', '阶', '俊']",22,23,32,34
490,"['Eastern', 'China', 'Sea']","['东', '海']",15,17,24,25
490,['Nikai'],"['东', '海']",7,7,24,25
493,['China'],['国'],16,16,11,11
493,['China'],['国'],21,21,28,28
496,['two'],['两'],6,6,9,9
497,"['this', 'year']","['这', '个', '一', '年']",8,9,8,11
499,['Koizumi'],"['小', '泉']",3,3,4,5
499,"['September', 'next', 'year']",['年'],17,19,14,14
500,['Koizumi'],"['小', '泉']",30,30,39,40
500,"['100', 'percent']","['百', '分', '之', '百']",9,10,11,14
501,"['September', 'next', 'year']",['年'],7,9,7,7
506,['Koizumi'],"['小', '泉']",1,1,7,8
508,['Japanese'],['日'],8,8,10,10
509,['Japan'],['日'],14,14,14,14
511,['Pusan'],"['釜', '山']",18,18,18,19
514,['two'],['两'],12,12,13,13
514,['two'],['两'],3,3,3,3
516,"['100', 'billion', 'US', 'dollars']","['千', '亿', '美', '元']",13,16,19,22
516,"['South', 'Korea']","['中', '韩']",8,9,2,3
516,['China'],['韩'],6,6,3,3
519,['Japan'],['日'],11,11,16,16
519,['China'],['中'],13,13,19,19
519,"['200', 'billion', 'US', 'dollars']","['千', '亿', '美', '元']",19,22,43,46
519,['33rd'],"['三', '十', '三', '周']",25,25,30,33
524,['Russia'],['俄'],5,5,0,0
540,['South'],['南'],8,8,2,2
540,"['the', 'weekend']",['末'],1,2,1,1
541,"['the', 'Yangtze', 'River']","['在', '阴', '雨']",21,23,28,30
541,"['the', 'Yangtze', 'River']","['，', '江', '南']",39,41,41,43
541,"['the', 'day', 'after', 'tomorrow']","['了', '后', '天']",30,33,37,39
541,['tomorrow'],"['时', '候', '，']",7,7,5,7
542,['Sunday'],['日'],24,24,16,16
544,"['the', 'weekend']",['末'],1,2,1,1
544,['4'],['四'],6,6,11,11
545,['Gansu'],"['甘', '肃']",9,9,3,4
546,"['Focus', 'Today']","['注', '。']",7,8,14,15
547,['four'],['四'],6,6,5,5
547,['Putin'],['普'],15,15,14,14
547,['Japan'],['京'],21,21,15,15
548,['Russian'],['俄'],2,2,14,14
548,"['more', 'than', 'one', 'hundred']","['一', '百']",6,9,9,10
548,['Putin'],['普'],14,14,2,2
549,['four'],['四'],5,5,4,4
549,['Russia'],['俄'],21,21,18,18
549,['Japan'],['日'],23,23,19,19
551,['Russian'],['俄'],11,11,11,11
551,"['the', 'Academy', 'of', 'Social', 'Sciences']","['社', '科']",14,18,7,8
551,"['Xing', 'Guangcheng']","['刑', '广', '程', '先', '生']",5,6,18,22
553,['two'],['两'],3,3,2,2
554,['Wang'],['王'],3,3,3,3
556,['two'],['两'],14,14,16,16
556,"['two', 'and', 'a', 'half', 'hours']","['两', '个', '半', '小', '时']",20,24,23,27
556,['12'],['十'],30,30,39,39
556,['Koizumi'],"['小', '泉']",9,9,9,10
556,['Putin'],['统'],5,5,7,7
557,['two'],['两'],33,33,46,46
557,['Japan'],['日'],36,36,39,39
557,"['Northern', 'Territories']","['北', '方', '领', '土']",43,44,54,57
560,['Putin'],['京'],12,12,20,20
560,"['Northern', 'Territories']","['北', '方', '啊', '领', '土']",2,3,1,5
564,['two'],['双'],2,2,4,4
565,['Japan'],['日'],18,18,26,26
565,['Japan'],['日'],29,29,42,42
565,['Russian'],['俄'],11,11,14,14
566,['Russia'],['俄'],6,6,17,17
566,['China'],['国'],14,14,28,28
567,['Russia'],['俄'],22,22,31,31
567,['Russian'],['俄'],11,11,2,2
567,['Japanese'],['日'],16,16,23,23
567,['Putin'],['京'],13,13,8,8
567,"['Business', 'Federation']","['团', '联']",7,8,12,13
574,['Japan'],['日'],18,18,10,10
574,['Wang'],['王'],8,8,6,6
575,['two'],['两'],15,15,21,21
580,['Japan'],['日'],12,12,25,25
580,['Japan'],['日'],27,27,25,25
580,"['last', 'year']","['去', '年']",14,15,9,10
580,['Putin'],['京'],4,4,7,7
580,['Yeltsin'],"['叶', '利', '钦']",21,21,40,42
581,['Japan'],['日'],5,5,3,3
582,['Russian'],['俄'],7,7,5,5
583,['Japan'],['日'],9,9,9,9
583,['Japanese'],['日'],27,27,36,36
585,['Koizumi'],"['小', '泉']",3,3,3,4
587,['Siberia'],['亚'],8,8,8,8
588,['Japan'],['日'],2,2,2,2
588,['first'],['先'],9,9,12,12
593,"['Russian', '-', 'Japanese']","['俄', '日']",40,42,34,35
593,['Putin'],['京'],20,20,21,21
595,['two'],['两'],3,3,4,4
595,['Putin'],['京'],37,37,38,38
596,['Japan'],['日'],14,14,12,12
602,['Japan'],['日'],25,25,36,36
602,['Russia'],['俄'],18,18,30,30
602,['Russia'],['俄'],8,8,9,9
609,['Japanese'],['日'],11,11,20,20
609,['Russian'],['俄'],17,17,32,32
609,['two'],['两'],7,7,2,2
609,['Putin'],['京'],19,19,38,38
609,"['Junichiro', 'Koizumi']","['小', '泉', '纯', '一', '郎']",14,15,24,28
610,['two'],['两'],5,5,8,8
617,['four'],['四'],52,52,57,57
617,['Aso'],"['麻', '生']",18,18,24,25
618,['Russia'],['俄'],13,13,15,15
618,['Primakov'],"['马', '科', '夫']",27,27,33,35
618,['1996'],['，'],25,25,29,29
619,['Japan'],['日'],10,10,13,13
620,"['Taro', 'Aso']","['麻', '生', '太', '郎']",4,5,8,11
622,['Japan'],['日'],6,6,2,2
622,"['Taro', 'Aso']","['麻', '生', '太', '郎']",12,13,11,14
635,['four'],['四'],1,1,2,2
639,"['five', 'years']","['五', '年']",15,16,16,17
639,['Russian'],['俄'],2,2,3,3
639,['Japan'],['日'],6,6,31,31
639,['Putin'],['普'],4,4,8,8
640,['Japanese'],['日'],13,13,17,17
640,['first'],['早'],3,3,5,5
640,['Japan'],['日'],38,38,42,42
640,['Putin'],['京'],28,28,22,22
640,['Russia'],['俄'],40,40,43,43
640,"['March', 'of', 'that', 'year']",['年'],23,26,27,27
640,"['the', 'second', 'half', 'of', '2004']","['在', '二', '零', '零', '四']",6,10,7,11
641,['Putin'],['京'],2,2,3,3
641,['Japan'],['日'],17,17,16,16
642,['Russian'],['俄'],34,34,37,37
642,['four'],['四'],41,41,56,56
642,['Japan'],['日'],26,26,27,27
642,['Japan'],['日'],17,17,27,27
642,['Putin'],['京'],36,36,43,43
642,['Russia'],['日'],15,15,12,12
643,['four'],['四'],11,11,18,18
643,['two'],['双'],21,21,30,30
646,['first'],['先'],25,25,24,24
646,['first'],['先'],31,31,24,24
649,['Gorbachev'],"['戈', '尔', '巴', '乔', '夫']",13,13,18,22
649,"['the', 'Cold', 'War']",['战'],8,10,8,8
651,['four'],['四'],6,6,14,14
651,['Gorbachev'],"['戈', '尔', '巴', '乔', '夫']",3,3,2,6
651,['Japan'],['日'],10,10,9,9
651,['Russia'],['俄'],12,12,10,10
652,['two'],['两'],17,17,17,17
656,['two'],['两'],4,4,1,1
656,['Japanese'],['日'],13,13,20,20
656,['first'],['先'],37,37,37,37
658,['two'],['两'],35,35,31,31
658,['Russian'],['俄'],6,6,2,2
660,['Japan'],['日'],11,11,9,9
661,"['Japanese', '-', 'Russian']","['日', '俄']",10,12,7,8
663,['Japan'],['日'],2,2,4,4
663,['Russia'],['俄'],22,22,36,36
663,"['700', 'million', 'US', 'dollars']","['亿', '美', '元']",38,41,68,70
663,['Japanese'],['日'],19,19,4,4
663,"['1', '%']",['一'],26,27,60,60
665,"['the', '1990s']","['是', '九', '十', '年', '代']",6,7,5,9
666,['Japanese'],['日'],9,9,12,12
666,['Russia'],['俄'],4,4,2,2
668,['Russia'],['俄'],1,1,2,2
678,['Japan'],['日'],9,9,10,10
678,['Japanese'],['日'],19,19,30,30
678,['Japanese'],['日'],24,24,30,30
678,['Russia'],['俄'],16,16,22,22
682,['Japan'],['本'],10,10,15,15
682,['Russia'],['俄'],15,15,17,17
685,['Russia'],['俄'],42,42,50,50
685,['Japan'],['日'],32,32,26,26
685,"['Russian', '-', 'Japanese']","['俄', '日']",9,11,5,6
685,"['700-plus', 'million']","['七', '亿']",39,40,58,59
687,['two'],['两'],12,12,3,3
688,"['200', 'billion']","['千', '亿']",4,5,9,10
688,['Japan'],['日'],9,9,1,1
688,['China'],['中'],7,7,0,0
691,"['Sino', '-', 'Japanese']","['中', '日']",14,16,9,10
691,['Japan'],['日'],5,5,10,10
691,"['one', 'twenty', '-', 'second']","['二', '十', '二']",20,23,16,18
691,['Russia'],['日'],3,3,10,10
692,['two'],['两'],6,6,8,8
692,['Russia'],['俄'],19,19,21,21
692,['one'],['一'],9,9,13,13
694,['Russian'],['俄'],20,20,18,18
706,['Japan'],['日'],6,6,8,8
708,['Koizumi'],"['小', '泉']",6,6,8,9
710,['Xing'],"['所', '长']",10,10,12,13
714,"['the', 'Northern', 'Territories']","['方', '领', '土']",5,7,4,6
717,['Japan'],['日'],14,14,24,24
717,"['the', 'Soviet', 'Union']","['本', '认', '为', '苏', '联']",17,19,25,29
717,"['the', 'Kwantung', 'Army']","['了', '关', '东', '军']",34,36,52,55
717,"['Northeast', 'China']","['东', '北']",30,31,46,47
717,"['the', 'Pact', 'of', 'Neutrality']","['了', '中', '立']",22,25,38,40
719,"['Northern', 'Territories']","['北', '方', '领', '土']",8,9,14,17
720,['US'],['美'],5,5,8,8
720,"['August', '1945']","['月', '，']",1,2,6,7
720,['Nagasaki'],['崎'],12,12,14,14
720,['Hiroshima'],['原'],10,10,20,20
721,"['Chishima', 'Islands']","['千', '岛', '群', '岛']",18,19,20,23
721,['Japan'],['联'],9,9,6,6
721,['Japan'],['日'],29,29,15,15
721,"['the', 'Soviet', 'Union']",['联'],2,4,6,6
721,"['Sakhalin', 'Island']","['库', '页', '岛']",25,26,25,27
721,['Russia'],['联'],16,16,36,36
721,['US'],['联'],12,12,6,6
721,['Britain'],['联'],14,14,6,6
722,['1955'],['，'],1,1,5,5
722,['Japan'],['日'],6,6,7,7
722,"['the', 'Soviet', 'Union']","['，', '苏', '日']",2,4,5,7
723,"['Soviet', 'Union']","['苏', '联']",2,3,3,4
723,"['the', 'Khabomai', 'Rocks']","['出', '齿', '舞']",8,10,11,13
723,['Shikotan'],"['色', '丹']",12,12,15,16
724,['Japan'],['日'],1,1,1,1
724,"['the', 'Soviet', 'Union']","['苏', '联']",4,6,6,7
724,['Iturup'],"['泽', '捉']",8,8,12,13
724,['Kunashiri'],"['泽', '捉']",10,10,12,13
725,"['the', 'Soviet', 'Union']","['苏', '联']",4,6,2,3
725,"['Chishima', 'Islands']","['千', '岛', '群', '岛']",23,24,23,26
725,['Sakhalin'],"['库', '页', '岛']",19,19,17,19
726,"['Soviet', 'Union']","['苏', '联']",5,6,9,10
726,"['the', 'Khabomai', 'Rocks']","['出', '齿', '舞']",12,14,17,19
726,['Shikotan'],"['色', '丹']",16,16,21,22
726,['1956'],['，'],1,1,5,5
727,"['Japanese', '-', 'Russian']","['日', '俄']",5,7,16,17
727,['four'],['四'],18,18,8,8
728,"['Japanese', '-', 'Russian']","['日', '俄']",20,22,21,22
728,['two'],['两'],2,2,0,0
728,['four'],['四'],11,11,16,16
729,"['the', 'Soviet', 'Union']","['苏', '联']",24,26,35,36
729,"['Taro', 'Aso']","['麻', '森', '太', '郎']",13,14,23,26
732,['Russia'],['俄'],14,14,8,8
732,['first'],['最'],15,15,11,11
734,['Japan'],['日'],17,17,35,35
734,['Japanese'],['日'],13,13,27,27
734,['Russia'],['俄'],11,11,19,19
736,['Russia'],['俄'],10,10,4,4
738,['Russian'],['俄'],17,17,26,26
738,['four'],['四'],6,6,8,8
739,['Russian'],['俄'],13,13,30,30
744,['four'],['四'],37,37,57,57
746,['European'],['欧'],4,4,3,3
746,['Asian'],['亚'],6,6,7,7
749,['four'],['四'],1,1,4,4
749,"['the', 'Pacific', 'Ocean']","['太', '平', '洋']",26,28,34,36
750,"['the', 'Pacific', 'Ocean']","['太', '平', '洋']",1,3,0,2
752,['Japanese'],['日'],18,18,23,23
752,['Japanese'],['日'],21,21,28,28
752,['four'],['四'],26,26,39,39
759,"['Japanese', '-', 'Russian']","['日', '俄']",40,42,59,60
759,['four'],['四'],4,4,6,6
760,"['many', 'years']","['多', '年']",9,10,10,11
769,"['Japanese', '-', 'Russian']","['日', '俄']",4,6,6,7
773,"['Russian', '-', 'Japanese']","['俄', '日']",9,11,15,16
773,['Xing'],"['邢', '先', '生']",3,3,3,5
774,['four'],['四'],17,17,23,23
776,['Putin'],['京'],3,3,3,3
777,['Russia'],['俄'],12,12,13,13
777,['Japan'],['日'],7,7,5,5
779,['Russia'],['俄'],1,1,0,0
785,['two'],['两'],5,5,4,4
785,['two'],['二'],19,19,24,24
786,['tomorrow'],"['明', '天']",2,2,0,1
799,"['12', 'years']","['十', '二', '年']",12,13,11,13
799,['Ye'],['叶'],16,16,16,16
799,"['Ye', 'Ting']","['叶', '挺']",6,7,6,7
799,['Communist'],['红'],25,25,27,27
800,"['many', 'years']","['多', '年']",18,19,30,31
803,['86'],['八'],6,6,8,8
804,"['Ye', 'Zhengming']","['叶', '正', '明']",4,5,3,5
805,"['two', 'years']","['两', '年']",15,16,35,36
805,"['Ye', 'Zhengming']","['叶', '正', '明']",5,6,9,11
805,"['the', 'Wannan', 'Incident']","['事', '变']",2,4,5,6
805,"['Ye', 'Ting']","['叶', '挺', '，']",10,11,18,20
805,['Kuomnintang'],"['在', '国', '民', '党', '的']",19,19,23,27
806,"['Ye', 'Zhengming']","['叶', '正', '明']",16,17,20,22
806,"['the', 'Cultural', 'Revolution']","['文', '革']",11,13,13,14
807,"['eight', 'years']","['八', '岁']",6,7,9,10
807,"['Ye', 'Daying']","['叶', '大', '鹰']",2,3,4,6
810,"['Ye', 'Ting']","['叶', '挺', '将', '军']",7,8,6,9
812,['Liberation'],['解'],6,6,7,7
817,"['the', 'Cultural', 'Revolution']","['文', '革']",1,3,0,1
825,['dozen'],['几'],11,11,13,13
840,"['Ye', 'Zhengming']","['叶', '正', '明']",25,26,34,36
869,['Beijing'],['京'],11,11,12,12
870,['Shanghai'],['海'],8,8,3,3
877,"['Ye', 'Zhengming']","['叶', '正', '明']",2,3,2,4
895,"['Ye', 'Daying']","['叶', '大', '鹰']",7,8,10,12
896,['first'],['第'],6,6,21,21
904,"['The', 'Flower', 'Girl']","['卖', '花', '姑', '娘']",2,4,3,6
904,['Titanic'],['娘'],10,10,6,6
925,['Shanghai'],['海'],8,8,10,10
930,['two'],['两'],5,5,10,10
930,['1976'],['，'],1,1,5,5
930,['Ye'],['叶'],10,10,6,6
931,"['three', 'years']","['三', '年']",24,25,17,18
931,"['Ye', 'Zhengming']","['叶', '正', '明']",7,8,6,8
931,['first'],['一'],1,1,0,0
932,['second'],['二'],1,1,1,1
932,"['Ye', 'Daying']","['叶', '大', '鹰', '，']",5,6,6,9
932,['18th'],['年'],9,9,10,10
933,"['Ye', 'Daying']","['叶', '大', '鹰']",5,6,4,6
948,['English'],['英'],7,7,6,6
952,"['the', 'Beijing', 'Film', 'Institute']",['院'],24,27,28,28
952,"['Ye', 'Daying']","['叶', '大', '鹰']",10,11,10,12
952,"['An', 'Qi']","['安', '琪']",3,4,3,4
953,"['Ye', 'Daying']","['叶', '大', '鹰']",1,2,1,3
962,"['thirty', '-', 'some', 'years']","['十', '多', '岁']",16,19,20,22
962,"['that', 'Teng', 'Wenji']","['，', '腾', '文', '骥']",9,11,8,11
971,"['Cheng', 'Yin']",['演'],5,6,4,4
972,"['half', 'a', 'year']","['半', '年']",7,9,11,12
977,"['ten', 'months']","['十', '个', '月']",6,7,5,7
999,['first'],['一'],23,23,18,18
999,"['Wang', 'Shuo']",['王'],19,20,22,22
999,['Beijning'],"['北', '京']",6,6,3,4
1004,['today'],['今'],37,37,41,41
1004,"['Ye', 'Daying']","['叶', '大', '鹰']",9,10,11,13
1004,"['Wang', 'Shuo']","['王', '朔']",18,19,27,28
1006,"['two', 'years']","['两', '年']",3,4,5,6
1009,"['1,000', 'yuan']","['一', '千', '块', '钱']",4,5,5,8
1009,"['10,000', 'yuan']","['一', '万', '块', '钱']",14,15,19,22
1009,['19'],['九'],9,9,13,13
1012,['Party'],['团'],19,19,28,28
1014,['Yongji'],"['永', '济']",10,10,13,14
1014,['Shanxi'],"['山', '西']",12,12,11,12
1017,"['Zhaizi', 'Village']","['寨', '子', '村']",14,15,14,16
1017,['Yongji'],"['永', '济']",7,7,3,4
1017,"['13', 'kilometers']","['十', '三', '公', '里']",3,4,7,10
1017,['Shanxi'],"['山', '西']",9,9,1,2
1018,"['Zheng', 'Bing']","['郑', '冰']",2,3,6,7
1019,"['the', 'Peasants', 'Association']","['了', '农', '民', '协', '会']",9,11,13,17
1021,['first'],['一'],10,10,10,10
1021,['first'],['一'],1,1,1,1
1022,['first'],['一'],1,1,1,1
1022,['first'],['一'],6,6,7,7
1022,"['the', 'Yellow', 'River']",['河'],34,36,37,37
1022,['seven'],['七'],19,19,28,28
1022,"['that', 'Zhaizi', 'Technical', 'Center']","['子', '科', '技', '中', '心']",14,17,17,21
1022,"['eight', 'li']","['八', '里']",21,22,29,30
1025,['ten'],['十'],4,4,4,4
1025,['80'],['十'],9,9,14,14
1027,"['five', 'in', 'the', 'afternoon']","['五', '点']",12,15,13,14
1027,"['10', 'in', 'the', 'morning']","['十', '点']",7,10,4,5
1033,['Yongji'],"['永', '济']",7,7,8,9
1034,"['Zheng', 'Bing']","['郑', '冰']",13,14,17,18
1037,"['six', 'years']","['六', '年']",16,17,20,21
1038,"['150,000', 'yuan']","['十', '五', '万']",5,6,0,2
1039,"['Zheng', 'Bing']","['郑', '冰']",2,3,3,4
1039,"['Zheng', 'Bing']","['郑', '冰']",13,14,16,17
1047,"['next', 'year']","['明', '年']",1,2,1,2
1047,"['this', '65,000', 'yuan']","['这', '六', '万', '五', '千']",15,17,8,12
1051,"['the', 'six', 'years']","['六', '年']",4,6,3,4
1052,"['Zheng', 'Bing']","['郑', '冰']",2,3,6,7
1052,['1999'],['，'],1,1,5,5
1055,"['50', 'yuan']","['块', '钱']",22,23,28,29
1055,"['50', 'yuan']","['五', '十', '块', '钱']",11,12,17,20
1057,"['the', 'second', 'year']","['第', '二', '年']",1,3,1,3
1058,"['several', 'tens', 'of', 'thousands']","['几', '十', '万']",7,10,5,7
1060,"['Zheng', 'Bing']","['郑', '冰']",10,11,12,13
1066,['Yongji'],"['永', '济']",10,10,2,3
1067,"['Zheng', 'Bing']","['郑', '冰']",1,2,8,9
1072,"['Zheng', 'Bing']","['郑', '冰']",13,14,14,15
1076,['first'],['第'],1,1,1,1
1076,['first'],['第'],5,5,1,1
1076,"['20', '-', 'some']","['十', '几', '个']",12,14,21,23
1081,"['a', 'month']","['一', '个', '月']",3,4,3,5
1082,['120'],['十'],11,11,21,21
1082,"['80', '%']","['百', '分', '之', '八', '十']",3,4,8,12
1088,['first'],['首'],2,2,3,3
1093,['hundred'],['百'],14,14,14,14
1093,"['more', 'than', '200']","['了', '两', '百', '多', '户']",21,23,20,24
1094,"['Zheng', 'Bing']","['郑', '冰']",4,5,5,6
1095,"['Zheng', 'Bing']","['郑', '冰']",5,6,7,8
1096,['300'],['百'],15,15,18,18
1096,"['300', 'yuan']","['百', '元']",18,19,24,25
1097,['five'],['五'],5,5,7,7
1097,['ten'],['十'],8,8,10,10
1103,['twelve'],['十'],2,2,3,3
1104,"['Zheng', 'Bing']","['郑', '冰']",2,3,2,3
1107,['China'],['中'],29,29,37,37
1107,"['this', 'year']","['今', '年']",3,4,3,4
1107,['One'],['一'],26,26,40,40
1107,"['ten', 'years']","['十', '年']",31,32,33,34
1108,"['Zhaizi', 'Village']","['寨', '子', '村']",6,7,5,7
1109,['One'],['一'],12,12,12,12
1110,['two'],['两'],3,3,3,3
1111,['two'],['两'],10,10,6,6
1111,['One'],['一'],7,7,9,9
1117,"['more', 'than', '200,000']","['二', '十', '多', '万']",12,14,14,17
1118,['Tangshan'],"['唐', '山']",12,12,18,19
1118,"['3:42', 'on', 'July', '28', ',', '1976']","['四', '十', '二', '分', '，']",1,6,13,17
1119,"['the', 'National', 'Earthquake', 'Administration']","['国', '家', '地', '震', '局']",7,10,6,10
1119,"['the', 'morning', 'of', 'the', '28th']","['上', '午']",1,5,4,5
1120,"['Huang', 'Xiangning']","['黄', '相', '宁']",4,5,3,5
1121,"['Hua', 'Guofeng']","['华', '国', '峰']",5,6,2,4
1122,['Tangshan'],"['唐', '山']",1,1,0,1
1124,"['the', 'Seismology', 'Bureau']","['地', '震', '局']",4,6,3,5
1126,['Hua'],['华'],12,12,14,14
1131,['Mao'],['毛'],9,9,11,11
1131,"['the', 'Party', 'Central', 'Committee']","['党', '中', '央']",2,5,5,7
1132,"['Hua', 'Guofeng']","['华', '国', '峰']",6,7,1,3
1134,['three'],['三'],11,11,13,13
1134,"['Liu', 'Yingyong']","['刘', '英', '勇']",16,17,16,18
1134,"['Mei', 'Shirong']","['梅', '世', '蓉']",21,22,22,24
1134,"['the', 'Seismology', 'Bureau']","['，', '地', '震', '局']",6,8,5,8
1135,"['Hua', 'Guofeng']","['华', '国', '峰']",6,7,11,13
1136,"['Jiang', 'Qing']","['江', '青']",4,5,3,4
1137,"['Wu', 'De']","['吴', '德']",7,8,6,7
1137,"['Ji', 'Dengkui']","['纪', '登', '奎']",2,3,1,3
1139,"['January', '20', ',', '1977']","['月', '二', '十', '日', '。']",3,6,9,13
1140,"['the', 'National', 'Seismology', 'Bureau']","['国', '家', '地', '震', '局']",4,7,4,8
1140,['first'],['一'],10,10,10,10
1140,['Tangshan'],"['唐', '山']",21,21,15,16
1143,"['the', 'Great', 'Tangshan', 'Earthquake']","['大', '地', '震']",10,13,6,8
1144,['Tangshan'],"['唐', '山']",6,6,10,11
1145,['one'],['一'],24,24,44,44
1145,"['Qinglong', 'County']","['青', '龙', '县']",7,8,5,7
1145,"['115', 'km']","['五', '公', '里']",17,18,24,26
1145,"['Hebei', 'Province']","['河', '北', '省']",10,11,2,4
1146,['Qinglong'],"['青', '龙']",20,20,25,26
1146,"['United', 'Nations']","['联', '合', '国']",25,26,28,30
1146,"['the', 'Great', 'Tangshan', 'Earthquake']","['地', '震']",8,11,3,4
1146,['twentieth'],['十'],5,5,6,6
1146,"['April', 'of', '1996']","['月', '，']",16,18,23,24
1147,['first'],['一'],21,21,36,36
1147,['Qinglong'],"['青', '龙']",27,27,44,45
1147,"['the', 'Great', 'Tangshan', 'Earthquake']","['大', '地', '震']",32,35,54,56
1147,"['the', 'Hebei', 'Science', 'Committee']","['，', '河', '北', '省', '科']",9,12,17,21
1147,"['August', '20', ',', '1976']","['月', '二', '十', '日', '，']",4,7,13,17
1149,['Qinglong'],"['青', '龙']",6,6,3,4
1150,"['Wang', 'Chunqing']","['王', '春', '青']",3,4,0,2
1150,['Qinglong'],"['青', '龙']",32,32,33,34
1150,"['the', 'Qinglong', 'County', 'Scientific', 'Committee']","['青', '龙', '县', '科', '委']",12,16,6,10
1150,['first'],['第'],23,23,27,27
1153,"['Wang', 'Chunqing']","['王', '春', '青']",19,20,24,26
1153,"['Wang', 'Chunqing']","['王', '春', '青']",4,5,6,8
1153,"['the', 'Qinglong', 'County', 'Scientific', 'Committee']","['科', '委']",12,16,15,16
1157,['first'],['一'],8,8,1,1
1157,"['Wang', 'Chunqing']","['王', '春', '青']",3,4,10,12
1159,"['Tangshan', 'Second', 'Middle', 'School']","['唐', '山', '二', '中']",8,11,11,14
1160,['three'],['三'],24,24,28,28
1160,"['Tian', 'Jinwu']","['田', '金', '武']",3,4,6,8
1160,"['Tangshan', 'Second', 'Middle', 'School']","['田', '金', '武', '老', '师']",6,9,6,10
1161,['8.0'],"['八', '级']",14,14,24,25
1161,"['late', 'July', 'or', 'early', 'August']","['底', '八', '月']",1,5,6,8
1161,['7.0'],"['七', '级']",7,7,13,14
1162,['Qinglong'],"['青', '龙']",30,30,46,47
1162,"['Wang', 'Chunqing']","['王', '春', '青']",6,7,0,2
1162,['Qinglong'],"['青', '龙']",23,23,38,39
1163,"['July', '25']","['月', '二', '十', '五', '日']",30,31,35,39
1163,"['July', '26']","['七', '月', '二', '十', '六']",47,48,48,52
1164,"['Qinglong', 'County']","['青', '龙', '县']",6,7,0,2
1165,"['Ran', 'Guangqi']","['冉', '广', '岐']",7,8,9,11
1169,['one'],['一'],4,4,5,5
1170,['second'],['二'],1,1,1,1
1170,['Deng'],['邓'],6,6,6,6
1171,['Deng'],['邓'],19,19,19,19
1171,['Deng'],['邓'],14,14,19,19
1172,['one'],['一'],2,2,2,2
1173,['third'],['三'],3,3,4,4
1177,"['the', 'National', 'Seismology', 'Bureau']","['国', '家', '地', '震', '局']",6,9,11,15
1177,"['November', '8', ',', '1976']","['月', '八', '日', '，']",1,4,7,10
1177,['seventeenth'],['七'],12,12,26,26
1178,['one'],['一'],23,23,46,46
1178,"['Qinglong', 'County']","['青', '龙', '县']",12,13,10,12
1178,"['180,000']","['十', '八', '万']",9,9,17,19
1178,['Tangshan'],"['唐', '山']",5,5,5,6
1178,"['7,300']","['七', '千', '三', '百', '多']",16,16,27,31
