doc_id,event_id,ann_type,ss-id,source_sent,target_sent,source_span,unsupervised_span,silver_span,sup_span,sup_span_tok,sup_span_start_tok,sup_span_end_tok,sup_span_start,sup_span_end,src_token_start_end
3f4ec449-6dd1-505e-8c72-c8a4f8810c5d+9,event-26,agent,ss-18,"Binyamin ( Bibi ) Netanyahu , leader of the hawkish Likud party and former prime minister , would most likely win a general election , with polls for several months highlighting his popularity . As PM , he negotiated the Wye River Accords in 1998 with Yasser Arafat , but there was no progress in the peace talks .",بنیامین نتانیاهو ، رهبر حزب لیکود و نخست وزیر سابق ، به احتمال زیاد در یک انتخابات عمومی برنده خواهد شد و نظرسنجی ها برای ماه ها محبوبیت او را برجسته کردند .,Binyamin ( Bibi ) Netanyahu,بنیامین نتانیاهو,,بنیامین نتانیاهو,"['بنیامین', 'نتانیاهو']",0,1,0,16,"[0, 4]"
3f4ec449-6dd1-505e-8c72-c8a4f8810c5d+9,event-32,patient,ss-18,"Binyamin ( Bibi ) Netanyahu , leader of the hawkish Likud party and former prime minister , would most likely win a general election , with polls for several months highlighting his popularity . As PM , he negotiated the Wye River Accords in 1998 with Yasser Arafat , but there was no progress in the peace talks .",بنیامین نتانیاهو ، رهبر حزب لیکود و نخست وزیر سابق ، به احتمال زیاد در یک انتخابات عمومی برنده خواهد شد و نظرسنجی ها برای ماه ها محبوبیت او را برجسته کردند .,Binyamin ( Bibi ) Netanyahu,بنیامین نتانیاهو,بنیامین نتانیاهو,بنیامین نتانیاهو,"['بنیامین', 'نتانیاهو']",0,1,0,16,"[0, 4]"
3f4ec449-6dd1-505e-8c72-c8a4f8810c5d+9,event-38,patient,ss-18,"Binyamin ( Bibi ) Netanyahu , leader of the hawkish Likud party and former prime minister , would most likely win a general election , with polls for several months highlighting his popularity . As PM , he negotiated the Wye River Accords in 1998 with Yasser Arafat , but there was no progress in the peace talks .",بنیامین نتانیاهو ، رهبر حزب لیکود و نخست وزیر سابق ، به احتمال زیاد در یک انتخابات عمومی برنده خواهد شد و نظرسنجی ها برای ماه ها محبوبیت او را برجسته کردند .,Binyamin ( Bibi ) Netanyahu,بنیامین نتانیاهو,بنیامین نتانیاهو,بنیامین نتانیاهو,"['بنیامین', 'نتانیاهو']",0,1,0,16,"[0, 4]"
3f4ec449-6dd1-505e-8c72-c8a4f8810c5d+9,event-40,anchor,ss-60,"Binyamin ( Bibi ) Netanyahu , leader of the hawkish Likud party and former prime minister , would most likely win a general election , with polls for several months highlighting his popularity . As PM , he negotiated the Wye River Accords in 1998 with Yasser Arafat , but there was no progress in the peace talks .",بنیامین نتانیاهو ، رهبر حزب لیکود و نخست وزیر سابق ، به احتمال زیاد در یک انتخابات عمومی برنده خواهد شد و نظرسنجی ها برای ماه ها محبوبیت او را برجسته کردند .,polls,نظرسنجی,نظرسنجی‌ها,نظرسنجی ها,"['نظرسنجی', 'ها']",22,23,106,116,"[26, 26]"
3f4ec449-6dd1-505e-8c72-c8a4f8810c5d+9,event-26,anchor,ss-46,"Binyamin ( Bibi ) Netanyahu , leader of the hawkish Likud party and former prime minister , would most likely win a general election , with polls for several months highlighting his popularity . As PM , he negotiated the Wye River Accords in 1998 with Yasser Arafat , but there was no progress in the peace talks .",بنیامین نتانیاهو ، رهبر حزب لیکود و نخست وزیر سابق ، به احتمال زیاد در یک انتخابات عمومی برنده خواهد شد و نظرسنجی ها برای ماه ها محبوبیت او را برجسته کردند .,Wye River Accords,شد,,,[],0,0,0,0,"[40, 42]"
3f4ec449-6dd1-505e-8c72-c8a4f8810c5d+9,event-13,agent,ss-19,"Binyamin ( Bibi ) Netanyahu , leader of the hawkish Likud party and former prime minister , would most likely win a general election , with polls for several months highlighting his popularity . As PM , he negotiated the Wye River Accords in 1998 with Yasser Arafat , but there was no progress in the peace talks .",بنیامین نتانیاهو ، رهبر حزب لیکود و نخست وزیر سابق ، به احتمال زیاد در یک انتخابات عمومی برنده خواهد شد و نظرسنجی ها برای ماه ها محبوبیت او را برجسته کردند .,Yasser Arafat,بنیامین نتانیاهو,,,[],0,0,0,0,"[46, 47]"
3f4ec449-6dd1-505e-8c72-c8a4f8810c5d+9,event-26,agent,ss-19,"Binyamin ( Bibi ) Netanyahu , leader of the hawkish Likud party and former prime minister , would most likely win a general election , with polls for several months highlighting his popularity . As PM , he negotiated the Wye River Accords in 1998 with Yasser Arafat , but there was no progress in the peace talks .",بنیامین نتانیاهو ، رهبر حزب لیکود و نخست وزیر سابق ، به احتمال زیاد در یک انتخابات عمومی برنده خواهد شد و نظرسنجی ها برای ماه ها محبوبیت او را برجسته کردند .,Yasser Arafat,بنیامین نتانیاهو,,,[],0,0,0,0,"[46, 47]"
3f4ec449-6dd1-505e-8c72-c8a4f8810c5d+9,event-13,anchor,ss-33,"Binyamin ( Bibi ) Netanyahu , leader of the hawkish Likud party and former prime minister , would most likely win a general election , with polls for several months highlighting his popularity . As PM , he negotiated the Wye River Accords in 1998 with Yasser Arafat , but there was no progress in the peace talks .",بنیامین نتانیاهو ، رهبر حزب لیکود و نخست وزیر سابق ، به احتمال زیاد در یک انتخابات عمومی برنده خواهد شد و نظرسنجی ها برای ماه ها محبوبیت او را برجسته کردند .,talks,او,,,[],0,0,0,0,"[57, 57]"
44cdb100-1394-5921-8a1e-94c61161cbd4+8,event-19,agent,ss-7,"The pair diverted a further $ 13,000 intended to pay for transport of life-saving goods to Ebola hotspots , the court found .",این دو نفر ۱۳۰۰۰ دلار دیگر را جهت انتقال کالاهایی که نجات دهنده زندگی هستند به مناطق ابولا اختصاص دادند .,The pair,این دو,این دو,این دو نفر,"['این', 'دو', 'نفر']",0,2,0,10,"[0, 1]"
44cdb100-1394-5921-8a1e-94c61161cbd4+8,event-28,patient,ss-7,"The pair diverted a further $ 13,000 intended to pay for transport of life-saving goods to Ebola hotspots , the court found .",این دو نفر ۱۳۰۰۰ دلار دیگر را جهت انتقال کالاهایی که نجات دهنده زندگی هستند به مناطق ابولا اختصاص دادند .,The pair,این دو,,این دو نفر,"['این', 'دو', 'نفر']",0,2,0,10,"[0, 1]"
44cdb100-1394-5921-8a1e-94c61161cbd4+8,event-19,anchor,ss-35,"The pair diverted a further $ 13,000 intended to pay for transport of life-saving goods to Ebola hotspots , the court found .",این دو نفر ۱۳۰۰۰ دلار دیگر را جهت انتقال کالاهایی که نجات دهنده زندگی هستند به مناطق ابولا اختصاص دادند .,diverted,اختصاص,اختصاص دادند,اختصاص دادند,"['اختصاص', 'دادند']",18,19,91,103,"[2, 2]"
44cdb100-1394-5921-8a1e-94c61161cbd4+8,event-24,anchor,ss-40,"The pair diverted a further $ 13,000 intended to pay for transport of life-saving goods to Ebola hotspots , the court found .",این دو نفر ۱۳۰۰۰ دلار دیگر را جهت انتقال کالاهایی که نجات دهنده زندگی هستند به مناطق ابولا اختصاص دادند .,pay,جهت,,,[],0,0,0,0,"[9, 9]"
44cdb100-1394-5921-8a1e-94c61161cbd4+8,event-28,agent,ss-2,"The pair diverted a further $ 13,000 intended to pay for transport of life-saving goods to Ebola hotspots , the court found .",این دو نفر ۱۳۰۰۰ دلار دیگر را جهت انتقال کالاهایی که نجات دهنده زندگی هستند به مناطق ابولا اختصاص دادند .,the court,.,,,[],0,0,0,0,"[19, 20]"
44cdb100-1394-5921-8a1e-94c61161cbd4+8,event-28,anchor,ss-44,"The pair diverted a further $ 13,000 intended to pay for transport of life-saving goods to Ebola hotspots , the court found .",این دو نفر ۱۳۰۰۰ دلار دیگر را جهت انتقال کالاهایی که نجات دهنده زندگی هستند به مناطق ابولا اختصاص دادند .,found,دادند,,,[],0,0,0,0,"[21, 21]"
4dac2187-d4c1-5375-b564-daa0cca80192+6,event-1,agent,ss-8,"In Iran many journalists , commentators and young people have set up web-based journals or blogs that document their daily lives and thoughts .",در ایران بسیاری از روزنامه نگاران ، مفسران و جوانان ، مجلات یا وبلاگ های اینترنتی را راه اندازی کرده اند که زندگی روزانه و اندیشه های خود را مستند می کنند .,many journalists,بسیاری از روزنامه نگاران,بسیاری از روزنامه‌نگاران,بسیاری از روزنامه,"['بسیاری', 'از', 'روزنامه']",2,4,9,26,"[2, 3]"
4dac2187-d4c1-5375-b564-daa0cca80192+6,event-1,agent,ss-10,"In Iran many journalists , commentators and young people have set up web-based journals or blogs that document their daily lives and thoughts .",در ایران بسیاری از روزنامه نگاران ، مفسران و جوانان ، مجلات یا وبلاگ های اینترنتی را راه اندازی کرده اند که زندگی روزانه و اندیشه های خود را مستند می کنند .,young people,جوانان,,جوانان,['جوانان'],9,9,45,51,"[7, 8]"
5178f231-5917-5d09-a9e5-d304c2c120c7+2,event-5,agent,ss-5,"In a statement , NBI Director Nonnatus Caesar Rojas said Panlilio was caught red-handed by operatives of the NBI Anti-Graft Division while she was receiving the P20,500 bribe from complainant Sunshine Mae Pelicano .",در بیانیه ای ، مدیر NIH ، نوناتوس سزار روخاس ، گفت که پانلیانو توسط مأموران بخش ضد سرقت هنگامی که او در حال دریافت رشوه ۲۰ ٬ ۵۰۰ پوند از شاکیان سان رای پالائو بود ، دستگیر شد .,NBI Director Nonnatus Caesar Rojas,نوناتوس سزار روخاس,مدیر NIH ، نوناتوس سزار روخاس,مدیر NIH نوناتوس سزار روخاس,"['مدیر', 'NIH', 'نوناتوس', 'سزار', 'روخاس']",4,9,15,44,"[4, 8]"
529e5ee4-54cf-5060-8500-eaef95aa21c7+4,event-23,agent,ss-11,Expulsion from the ruling party typically precedes criminal charges .,اخراج از حزب حاکم معمولاً پیش از اتهام های جنایی صورت می گیرد .,the ruling party,های جنایی صورت می,حزب حاکم,حزب حاکم,"['حزب', 'حاکم']",2,3,9,17,"[2, 4]"
529e5ee4-54cf-5060-8500-eaef95aa21c7+4,event-14,anchor,ss-29,Expulsion from the ruling party typically precedes criminal charges .,اخراج از حزب حاکم معمولاً پیش از اتهام های جنایی صورت می گیرد .,charges,اتهام,اتهام‌های,اتهام های,"['اتهام', 'های']",7,8,33,42,"[8, 8]"
532cdbf5-856b-5151-b9d9-e50f52271ed4+3,event-11,patient,ss-19,"He said that Muslim Brotherhood , whose members are key supporters of deposed president Mohamed Mursi , made many mistakes and that Mursi himself was successful neither inside the country nor in the field of foreign policy , and for these reasons the army &quot; resorted to force to topple &quot; the freely-elected president .",او گفت که اخوان المسلمین ، که اعضای کلیدی حامی رئیس جمهور سرنگون شده محمد مورسی هستند ، اشتباه های زیادی مرتکب شده و خود مورسی نه در داخل کشور و نه در سیاست خارجی موفق بوده است و به همین دلیل ارتش به زور متوسل شد تا رئیس جمهور منتخب را سرنگون کند .,deposed president Mohamed Mursi,سرنگون شده محمد مورسی,رئیس‌جمهور سرنگون شده محمد مورسی,رئیس جمهور سرنگون شده محمد مورسی,"['رئیس', 'جمهور', 'سرنگون', 'شده', 'محمد', 'مورسی']",10,15,47,79,"[12, 15]"
532cdbf5-856b-5151-b9d9-e50f52271ed4+3,event-19,patient,ss-19,"He said that Muslim Brotherhood , whose members are key supporters of deposed president Mohamed Mursi , made many mistakes and that Mursi himself was successful neither inside the country nor in the field of foreign policy , and for these reasons the army &quot; resorted to force to topple &quot; the freely-elected president .",او گفت که اخوان المسلمین ، که اعضای کلیدی حامی رئیس جمهور سرنگون شده محمد مورسی هستند ، اشتباه های زیادی مرتکب شده و خود مورسی نه در داخل کشور و نه در سیاست خارجی موفق بوده است و به همین دلیل ارتش به زور متوسل شد تا رئیس جمهور منتخب را سرنگون کند .,deposed president Mohamed Mursi,سرنگون شده محمد مورسی,رئیس‌جمهور سرنگون شده محمد مورسی,رئیس جمهور سرنگون شده محمد مورسی,"['رئیس', 'جمهور', 'سرنگون', 'شده', 'محمد', 'مورسی']",10,15,47,79,"[12, 15]"
556438bf-a81f-51f9-914d-eb787524f964+1,event-5,agent,ss-1,"Crowds are gathering in downtown Madrid to mark the fifth anniversary of a protest movement that led to the creation of Podemos , now Spain &apos;s third most-popular political party .",جمعیت ها در مرکز شهر مادرید به مناسبت پنجمین سالگرد یک جنبش اعتراضی که منجر به ایجاد پوئموس ، که اکنون سومین حزب سیاسی محبوب اسپانیا است ، گرد هم آمده اند .,Crowds,جمعیت ها,جمعیت‌ها,جمعیت ها,"['جمعیت', 'ها']",0,1,0,8,"[0, 0]"
58a2364d-4fc5-5c5f-9544-bceb5ff86ad6+6,event-17,patient,ss-11,No one was killed in the attack .,هیچ کس در این حمله کشته نشد .,No one,هیچ کس,هیچ‌کس,هیچ کس,"['هیچ', 'کس']",0,1,0,6,"[0, 1]"
597a893d-1812-5124-b15c-45868b553f76+12,event-59,agent,ss-2,"In the capital of Port-au-Prince , 350 people sought treatment at Medecins Sans Frontieres facilities in the week ending November 7 .",در پایتخت پورتو پرنس ، ۳۵۰ نفر در هفته منتهی به ۷ نوامبر در مراکز پزشکی بدون مرز به دنبال درمان بودند .,Medecins Sans Frontieres,مراکز,پزشکی بدون مرز,مراکز پزشکی بدون مرز,"['مراکز', 'پزشکی', 'بدون', 'مرز']",14,17,60,80,"[11, 13]"
671ce466-dc1b-5d38-ab64-b046caea1bfe+10,event-25,patient,ss-11,"By late Wednesday , the most-recent deaths in Arizona and Illinois had not been included in the Centers for Disease Control and Prevention &apos;s official tally of 11 U.S. deaths from the disease .",در اواخر چهارشنبه ، آخرین مرگ و میرها در آریزونا و ایلینوی در سرشماری رسمی مرکز کنترل و پیشگیری از بیماری ها قرار نداشت .,11 U.S. deaths,آخرین مرگ,,,[],0,0,0,0,"[27, 29]"
671ce466-dc1b-5d38-ab64-b046caea1bfe+13,event-32,agent,ss-32,"The World Health Organization has counted 14,557 cases of H1N1 -- 96 of them fatal -- in 48 countries .",سازمان بهداشت جهانی ۱۴ ٫ ۵۶۲ مورد از H1N1 را شمرد -- ۹۶ مورد از آن ها کشنده هستند -- در ۴۸ کشور .,The World Health Organization,سازمان,سازمان بهداشت جهانی,سازمان بهداشت جهانی,"['سازمان', 'بهداشت', 'جهانی']",0,2,0,19,"[0, 3]"
671ce466-dc1b-5d38-ab64-b046caea1bfe+13,event-13,patient,ss-13,"The World Health Organization has counted 14,557 cases of H1N1 -- 96 of them fatal -- in 48 countries .",سازمان بهداشت جهانی ۱۴ ٫ ۵۶۲ مورد از H1N1 را شمرد -- ۹۶ مورد از آن ها کشنده هستند -- در ۴۸ کشور .,"14,557 cases",۱۴ ٫ ۵۶۲ مورد,۵۶۲ مورد,۱۴ ٫ مورد,"['۱۴', '٫', 'مورد']",3,6,20,33,"[6, 7]"
671ce466-dc1b-5d38-ab64-b046caea1bfe+13,event-27,patient,ss-14,"The World Health Organization has counted 14,557 cases of H1N1 -- 96 of them fatal -- in 48 countries .",سازمان بهداشت جهانی ۱۴ ٫ ۵۶۲ مورد از H1N1 را شمرد -- ۹۶ مورد از آن ها کشنده هستند -- در ۴۸ کشور .,96 of them,۹۶ مورد از آن,۹۶ مورد از آن‌ها,۹۶ مورد از آن ها,"['۹۶', 'مورد', 'از', 'آن', 'ها']",12,16,53,69,"[11, 13]"
6aaa4574-3af7-5328-9df9-12bc0c99d8c1+3,event-2,anchor,ss-16,"When the firm collapsed in 2001 , it had a £ 1bn hole in its accounts , Southwark crown court was told .",هنگامی که شرکت در سال ۲۰۰۱ فرو ریخت ، به دادگاه سلطنتی ساوت همپتون گفته شد که یک سوراخ ۱ میلیارد پوندی در حساب هایش دارد .,collapsed,فرو,فرو ریخت,فرو ریخت,"['فرو', 'ریخت']",6,7,27,35,"[3, 3]"
6aaa4574-3af7-5328-9df9-12bc0c99d8c1+3,event-2,patient,ss-10,"When the firm collapsed in 2001 , it had a £ 1bn hole in its accounts , Southwark crown court was told .",هنگامی که شرکت در سال ۲۰۰۱ فرو ریخت ، به دادگاه سلطنتی ساوت همپتون گفته شد که یک سوراخ ۱ میلیارد پوندی در حساب هایش دارد .,it,شرکت,حساب‌هایش,,[],0,0,0,0,"[7, 7]"
6aaa4574-3af7-5328-9df9-12bc0c99d8c1+3,event-7,patient,ss-11,"When the firm collapsed in 2001 , it had a £ 1bn hole in its accounts , Southwark crown court was told .",هنگامی که شرکت در سال ۲۰۰۱ فرو ریخت ، به دادگاه سلطنتی ساوت همپتون گفته شد که یک سوراخ ۱ میلیارد پوندی در حساب هایش دارد .,Southwark crown court,دادگاه,دادگاه سلطنتی ساوت‌همپتون,دادگاه سلطنتی ساوت همپتون,"['دادگاه', 'سلطنتی', 'ساوت', 'همپتون']",10,13,41,66,"[17, 19]"
73c62a2a-12ae-50ed-bb4a-354e1cd6cafa+11,event-26,agent,ss-22,"Mubarak is scheduled to face the Cairo Criminal Court on August 3 on charges of corruption and deaths of protesters , officials have said .",مقامات اعلام کرده اند که مبارک قرار است در ۳ اوت به اتهام فساد و مرگ تظاهرکنندگان با دادگاه جنایی قاهره رو به رو شود .,Cairo Criminal Court,قاهره رو به رو,دادگاه جنایی قاهره,دادگاه جنایی قاهره,"['دادگاه', 'جنایی', 'قاهره']",18,20,85,103,"[6, 8]"
73c62a2a-12ae-50ed-bb4a-354e1cd6cafa+11,event-8,anchor,ss-33,"Mubarak is scheduled to face the Cairo Criminal Court on August 3 on charges of corruption and deaths of protesters , officials have said .",مقامات اعلام کرده اند که مبارک قرار است در ۳ اوت به اتهام فساد و مرگ تظاهرکنندگان با دادگاه جنایی قاهره رو به رو شود .,said,کرده,اعلام,اعلام کرده اند,"['اعلام', 'کرده', 'اند']",1,3,7,21,"[23, 23]"
782d694c-9d7d-54ed-b269-b5fb52e74d18+0,event-21,anchor,ss-36,The Islamist movement Hamas organised anti-Mubarak demonstrations in Gaza .,جنبش اسلامی حماس تظاهرات ضد مکه را در غزه سازماندهی کرد .,organised,کرد,سازماندهی,سازماندهی کرد,"['سازماندهی', 'کرد']",9,10,42,55,"[4, 4]"
782d694c-9d7d-54ed-b269-b5fb52e74d18+12,event-22,agent,ss-6,"Meanwhile , in Gaza , the Islamist movement Hamas organised anti-Mubarak demonstrations .",در همین حال ، در غزه ، جنبش اسلامی حماس تظاهرات ضد مکه را سازماندهی کرد .,the Islamist movement Hamas,را سازماندهی کرد,جنبش اسلامی حماس,جنبش اسلامی حماس,"['جنبش', 'اسلامی', 'حماس']",7,9,23,39,"[5, 8]"
782d694c-9d7d-54ed-b269-b5fb52e74d18+12,event-22,anchor,ss-37,"Meanwhile , in Gaza , the Islamist movement Hamas organised anti-Mubarak demonstrations .",در همین حال ، در غزه ، جنبش اسلامی حماس تظاهرات ضد مکه را سازماندهی کرد .,organised,کرد,سازماندهی,سازماندهی کرد,"['سازماندهی', 'کرد']",14,15,58,71,"[9, 9]"
782d694c-9d7d-54ed-b269-b5fb52e74d18+20,event-19,patient,ss-9,But they overwhelmingly blame Israel and the occupation for their plight .,اما آن ها اسرائیل و اشغال اسرائیل را به خاطر مشکلاتشان سرزنش می کنند .,they,ها,آن‌ها,آن ها,"['آن', 'ها']",1,2,4,9,"[1, 1]"
782d694c-9d7d-54ed-b269-b5fb52e74d18+20,event-2,agent,ss-9,But they overwhelmingly blame Israel and the occupation for their plight .,اما آن ها اسرائیل و اشغال اسرائیل را به خاطر مشکلاتشان سرزنش می کنند .,they,ها,آن‌ها,آن ها,"['آن', 'ها']",1,2,4,9,"[1, 1]"
782d694c-9d7d-54ed-b269-b5fb52e74d18+20,event-32,patient,ss-9,But they overwhelmingly blame Israel and the occupation for their plight .,اما آن ها اسرائیل و اشغال اسرائیل را به خاطر مشکلاتشان سرزنش می کنند .,they,ها,آن‌ها,آن ها,"['آن', 'ها']",1,2,4,9,"[1, 1]"
7b4cfd1f-9f1f-5904-bf93-20b3deec2ef8+7,event-16,patient,ss-15,These will remain closed until further notice .,این ها تا اطلاع ثانوی تعطیل خواهند ماند .,These,ها,این‌ها,این ها,"['این', 'ها']",0,1,0,6,"[0, 0]"
7d036ee4-e375-58e4-b858-065a09296837+4,event-13,agent,ss-5,"They also say some politicians were forced out by alleged scandals without being probed , such as former agriculture minister Nunzia Di Giralomo .",آن ها همچنین می گویند که برخی از سیاستمداران بدون اینکه مورد بازجویی قرار گیرند ، از جمله وزیر کشاورزی سابق ، نونسیا دی ژیرالومو ، به زور از زندان آزاد شدند .,They,ها,آن‌ها,آن ها,"['آن', 'ها']",0,1,0,5,"[0, 0]"
7d036ee4-e375-58e4-b858-065a09296837+4,event-13,anchor,ss-30,"They also say some politicians were forced out by alleged scandals without being probed , such as former agriculture minister Nunzia Di Giralomo .",آن ها همچنین می گویند که برخی از سیاستمداران بدون اینکه مورد بازجویی قرار گیرند ، از جمله وزیر کشاورزی سابق ، نونسیا دی ژیرالومو ، به زور از زندان آزاد شدند .,say,گویند,می‌گویند,می گویند,"['می', 'گویند']",3,4,13,21,"[2, 2]"
7d036ee4-e375-58e4-b858-065a09296837+4,event-21,agent,ss-8,"They also say some politicians were forced out by alleged scandals without being probed , such as former agriculture minister Nunzia Di Giralomo .",آن ها همچنین می گویند که برخی از سیاستمداران بدون اینکه مورد بازجویی قرار گیرند ، از جمله وزیر کشاورزی سابق ، نونسیا دی ژیرالومو ، به زور از زندان آزاد شدند .,some politicians,برخی از سیاستمداران,,برخی از سیاستمداران,"['برخی', 'از', 'سیاستمداران']",6,8,25,44,"[3, 4]"
7d036ee4-e375-58e4-b858-065a09296837+4,event-30,patient,ss-8,"They also say some politicians were forced out by alleged scandals without being probed , such as former agriculture minister Nunzia Di Giralomo .",آن ها همچنین می گویند که برخی از سیاستمداران بدون اینکه مورد بازجویی قرار گیرند ، از جمله وزیر کشاورزی سابق ، نونسیا دی ژیرالومو ، به زور از زندان آزاد شدند .,some politicians,برخی از سیاستمداران,برخی از سیاستمداران,برخی از سیاستمداران,"['برخی', 'از', 'سیاستمداران']",6,8,25,44,"[3, 4]"
7d036ee4-e375-58e4-b858-065a09296837+4,event-32,patient,ss-8,"They also say some politicians were forced out by alleged scandals without being probed , such as former agriculture minister Nunzia Di Giralomo .",آن ها همچنین می گویند که برخی از سیاستمداران بدون اینکه مورد بازجویی قرار گیرند ، از جمله وزیر کشاورزی سابق ، نونسیا دی ژیرالومو ، به زور از زندان آزاد شدند .,some politicians,برخی از سیاستمداران,برخی از سیاستمداران,برخی از سیاستمداران,"['برخی', 'از', 'سیاستمداران']",6,8,25,44,"[3, 4]"
7d036ee4-e375-58e4-b858-065a09296837+4,event-32,anchor,ss-49,"They also say some politicians were forced out by alleged scandals without being probed , such as former agriculture minister Nunzia Di Giralomo .",آن ها همچنین می گویند که برخی از سیاستمداران بدون اینکه مورد بازجویی قرار گیرند ، از جمله وزیر کشاورزی سابق ، نونسیا دی ژیرالومو ، به زور از زندان آزاد شدند .,forced out,زور از زندان آزاد,آزاد,به زور از زندان آزاد شدند,"['به', 'زور', 'از', 'زندان', 'آزاد', 'شدند']",26,31,131,156,"[6, 7]"
7d036ee4-e375-58e4-b858-065a09296837+4,event-21,anchor,ss-38,"They also say some politicians were forced out by alleged scandals without being probed , such as former agriculture minister Nunzia Di Giralomo .",آن ها همچنین می گویند که برخی از سیاستمداران بدون اینکه مورد بازجویی قرار گیرند ، از جمله وزیر کشاورزی سابق ، نونسیا دی ژیرالومو ، به زور از زندان آزاد شدند .,scandals,می,,,[],0,0,0,0,"[10, 10]"
81db06f8-d4e6-50c0-a235-747accabb2c0+9,event-13,agent,ss-10,"Political observers here said the outcome of a Chand-Singh contest would determine whether the assembly assumes greater powers in Nepal &apos;s political system , although they said the king and his palace counselors will likely continue as the real power center .",ناظران سیاسی در اینجا می گویند نتیجه یک مسابقه چاند-سینگ می تواند تعیین کند که آیا مجلس قدرت بیشتری در نظام سیاسی نپال به دست خواهد آورد یا خیر ، اگر چه آن ها می گویند که پادشاه و مشاوران کاخ او احتمالاً به عنوان مرکز قدرت واقعی ادامه خواهند داد .,Political observers,سیاسی,ناظران سیاسی,ناظران سیاسی,"['ناظران', 'سیاسی']",0,1,0,12,"[0, 1]"
81db06f8-d4e6-50c0-a235-747accabb2c0+9,event-14,agent,ss-10,"Political observers here said the outcome of a Chand-Singh contest would determine whether the assembly assumes greater powers in Nepal &apos;s political system , although they said the king and his palace counselors will likely continue as the real power center .",ناظران سیاسی در اینجا می گویند نتیجه یک مسابقه چاند-سینگ می تواند تعیین کند که آیا مجلس قدرت بیشتری در نظام سیاسی نپال به دست خواهد آورد یا خیر ، اگر چه آن ها می گویند که پادشاه و مشاوران کاخ او احتمالاً به عنوان مرکز قدرت واقعی ادامه خواهند داد .,Political observers,سیاسی,ناظران سیاسی,ناظران سیاسی,"['ناظران', 'سیاسی']",0,1,0,12,"[0, 1]"
81db06f8-d4e6-50c0-a235-747accabb2c0+9,event-13,anchor,ss-31,"Political observers here said the outcome of a Chand-Singh contest would determine whether the assembly assumes greater powers in Nepal &apos;s political system , although they said the king and his palace counselors will likely continue as the real power center .",ناظران سیاسی در اینجا می گویند نتیجه یک مسابقه چاند-سینگ می تواند تعیین کند که آیا مجلس قدرت بیشتری در نظام سیاسی نپال به دست خواهد آورد یا خیر ، اگر چه آن ها می گویند که پادشاه و مشاوران کاخ او احتمالاً به عنوان مرکز قدرت واقعی ادامه خواهند داد .,said,گویند,می‌گویند,می گویند,"['می', 'گویند']",4,5,22,30,"[3, 3]"
81db06f8-d4e6-50c0-a235-747accabb2c0+9,event-14,anchor,ss-32,"Political observers here said the outcome of a Chand-Singh contest would determine whether the assembly assumes greater powers in Nepal &apos;s political system , although they said the king and his palace counselors will likely continue as the real power center .",ناظران سیاسی در اینجا می گویند نتیجه یک مسابقه چاند-سینگ می تواند تعیین کند که آیا مجلس قدرت بیشتری در نظام سیاسی نپال به دست خواهد آورد یا خیر ، اگر چه آن ها می گویند که پادشاه و مشاوران کاخ او احتمالاً به عنوان مرکز قدرت واقعی ادامه خواهند داد .,said,گویند,می‌گویند,می گویند,"['می', 'گویند']",4,5,22,30,"[26, 26]"
81db06f8-d4e6-50c0-a235-747accabb2c0+9,event-21,patient,ss-16,"Political observers here said the outcome of a Chand-Singh contest would determine whether the assembly assumes greater powers in Nepal &apos;s political system , although they said the king and his palace counselors will likely continue as the real power center .",ناظران سیاسی در اینجا می گویند نتیجه یک مسابقه چاند-سینگ می تواند تعیین کند که آیا مجلس قدرت بیشتری در نظام سیاسی نپال به دست خواهد آورد یا خیر ، اگر چه آن ها می گویند که پادشاه و مشاوران کاخ او احتمالاً به عنوان مرکز قدرت واقعی ادامه خواهند داد .,Chand-Singh,چاند-سینگ می,چاند-سینگ,چاند-سینگ,['چاند-سینگ'],9,9,47,56,"[8, 8]"
81db06f8-d4e6-50c0-a235-747accabb2c0+9,event-21,patient,ss-17,"Political observers here said the outcome of a Chand-Singh contest would determine whether the assembly assumes greater powers in Nepal &apos;s political system , although they said the king and his palace counselors will likely continue as the real power center .",ناظران سیاسی در اینجا می گویند نتیجه یک مسابقه چاند-سینگ می تواند تعیین کند که آیا مجلس قدرت بیشتری در نظام سیاسی نپال به دست خواهد آورد یا خیر ، اگر چه آن ها می گویند که پادشاه و مشاوران کاخ او احتمالاً به عنوان مرکز قدرت واقعی ادامه خواهند داد .,Chand-Singh,چاند-سینگ می,چاند-سینگ,چاند-سینگ,['چاند-سینگ'],9,9,47,56,"[8, 8]"
81db06f8-d4e6-50c0-a235-747accabb2c0+9,event-13,anchor,ss-31,"Political observers here said the outcome of a Chand-Singh contest would determine whether the assembly assumes greater powers in Nepal &apos;s political system , although they said the king and his palace counselors will likely continue as the real power center .",ناظران سیاسی در اینجا می گویند نتیجه یک مسابقه چاند-سینگ می تواند تعیین کند که آیا مجلس قدرت بیشتری در نظام سیاسی نپال به دست خواهد آورد یا خیر ، اگر چه آن ها می گویند که پادشاه و مشاوران کاخ او احتمالاً به عنوان مرکز قدرت واقعی ادامه خواهند داد .,said,گویند,می‌گویند,می گویند,"['می', 'گویند']",34,35,159,167,"[3, 3]"
